NoStrat,KEY,dataset,fire_year,sample_year,sample_gap_yr,FIRE,plotname,PLOT,ValueFrom,RdNBR,RdNBR_BL,dNBR,dNBR_BL,dNBR_Offset,dNBR_Offset_BL,RBR,RBR_BL,preNBR,lon,lat,elev,slope,aspect,HeatLoad,MaxTreeHeight,QMD_LAF,QMD_all,FIRESEV,FIRESEVCODE,FIRESEVNUM,CHARHT,CHARHT_percMax,BOLESCORCH,LITTDUFFMM,SOILCHARMM,CHARCOV,LiveVegCov,Firemort.BA.p,Firemort.trees.p,over1,over2,FieldClass,FieldClass2,under1,under2,ba_ha,stems_ha,RedGrayGreenStage.BA.p,OutbreakStage
All,469,RAA,2012,2014,2,LittleSands,LS06,469,Interpolation,-35,-14,36,47,-19,,60,,0.28846,-107.334,37.455,2922,25,148,0.942253,22,30.46948458,30.58106102,,,1,1.65,0.241025641,0.5475,,,0.1,,0.361517737,0.576923077,PSME,PIEN,,,,,73.4133015,1000,0.09,
All,470,RAA,2012,2014,2,LittleSands,LS07,470,Extraction,259,151,219,150,164,95,132,140,0.39837,-107.335,37.4576,2948,9,98,0.769788,35,18.57722434,26.09783284,,,2,1.92,0.377,0.723076923,,,0.1,,1,1,PIEN,ABLA,,,,,69.5059365,1300,0.201,
All,471,RAA,2012,2014,2,LittleSands,LS08,471,Extraction,26,40,71,80,16,25,87,103,0.35537,-107.286,37.4968,2772,45,108,0.547202,30,22.83629489,24.55634355,,,1,0.79,0.086842105,0.553448276,,,0.3,,0.507452774,0.352941176,PIEN,ABLA,,,,,68.6380695,1450,0.145,
All,472,RAA,2012,2014,2,LittleSands,LS09,472,Extraction,149,149,148,150,93,95,75,76,0.38889,-107.285,37.4936,2781,40,60,0.341686,32,24.20724581,31.04221273,,,1,2.79,0.18974359,0.835897436,,,0.1,,0.636524823,0.730769231,PIEN,ABLA,,,,,73.752987,975,0.225,
All,545,RAA,2012,2014,2,LittleSands,LS11,545,Extraction,376,289,284,234,229,179,136,190,0.36937,-107.283,37.4914,2780,39,68,0.378525,30,26.24250211,28.8134048,,,3,12.37,1,1,,,1,,1,1,PIEN,PSME,,,,,61.913082,950,0.198,
All,546,RAA,2012,2014,2,LittleSands,LS12,546,Extraction,7,36,60,78,5,23,128,141,0.40541,-107.269,37.4803,2667,14,96,0.731775,31,35.55792678,34.91488833,,,3,12.5,0.789285714,1,,,0.9,,1,1,PIEN,PSME,,,,,66.986766,700,0,
All,473,RAA,2012,2014,2,LittleSands,LS15,473,Extraction,-91,-11,-5,48,-60,-7,79,61,0.43396,-107.294,37.4637,2900,40,34,0.329965,,23.43985663,25.71931631,,,1,1.15,0.180487805,0.758536585,,,0.2,,0.519147341,0.676470588,PIEN,POTR,,,,,53.2245945,1025,0.104,
All,474,RAA,2012,2014,2,LittleSands,LS17,474,Extraction,395,254,327,230,272,175,143,222,0.47458,-107.282,37.4482,2829,9,84,0.738929,32,28.18888124,29.78200559,,,1,0.21,0.072058824,0.235294118,,,0.1,,0.179319028,0.208333333,PIEN,PSME,,,,,74.872182,775,0.124,
All,547,RAA,2012,2014,2,LittleSands,LS19,547,Extraction,944,909,755,724,700,669,303,320,0.54902,-107.273,37.4469,2787,49,10,0.344964,24,25.81354999,25.47269593,,,3,10.17,0.905555556,1,,,1,,1,1,PIEN,ABLA,,,,,45.8418345,900,0,
All,475,RAA,2012,2014,2,LittleSands,LS20,475,Extraction,753,654,539,471,484,416,315,352,0.41304,-107.294,37.4901,2893,36,344,0.610602,20,17.97551413,18.65707291,,,1,2.16,0.304545455,0.805454546,,,0.5,,0.927938072,0.977272727,PIEN,ABLA,,,,,37.5715725,1375,0,
All,548,RAA,2012,2014,2,LittleSands,LS21,548,Extraction,837,786,650,604,595,549,362,387,0.50562,-107.327,37.4759,2913,36,292,0.993065,25,38.27760151,36.6052359,,,3,12.13,0.969565217,1,,,1,,1,1,PSME,PIEN,,,,,60.4816905,575,0,
All,512,RAA,2012,2014,2,LittleSands,LS22,512,Extraction,455,463,360,363,305,308,170,159,0.44882,-107.323,37.4732,2844,27,96,0.626726,33,26.63905391,35.82489178,,,1,4.15,0.571153846,0.865384615,,,0.6,,0.815696718,0.888888889,PIEN,ABLA,,,,,65.486652,650,0.237,
All,549,RAA,2012,2014,2,LittleSands,LS23,549,Extraction,407,407,353,353,298,NA,267,272,0.53448,-107.321,37.4687,2789,26,52,0.461657,,32.32824779,39.77910664,,,1,3.1,0.145238095,0.954545455,,,0.2,,0.94184284,0.916666667,PIEN,PSME,,,,,73.509513,525,0.054,
All,513,RAA,2012,2014,2,LittleSands,LS25,513,Extraction,460,599,391,503,336,448,389,330,0.53398,-107.322,37.4682,2837,25,41,0.466183,28,44.80505545,43.09229319,,,2,9.95,0.595,1,,,1,,1,1,PIEN,ABLA,,,,,72.88512,500,0,
All,514,RAA,2012,2014,2,LittleSands,LS26,514,Extraction,421,421,368,361,313,306,358,358,0.55102,-107.282,37.4943,2794,27,8,0.556427,30,25.59297276,26.80197473,,,2,5.72,0.424,0.992,,,1,,1,1,PIEN,ABLA,,,,,70.4876865,1250,0.133,
All,431,RAA,2012,2014,2,LittleSands,LS27,431,Extraction,-11,-49,46,20,-9,-35,-24,3,0.62162,-107.342,37.449,2989,57,251,0.994127,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.2,
All,432,RAA,2012,2014,2,LittleSands,LS28,432,Extraction,-50,-47,18,20,-37,-35,22,54,0.53333,-107.336,37.442,2921,53,276,0.996786,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.14,
All,433,RAA,2012,2014,2,LittleSands,LS29,433,Extraction,-147,-128,-46,-32,-101,-87,-8,-4,0.46809,-107.338,37.443,2887,26,244,1.058362,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.15,
All,434,RAA,2012,2014,2,LittleSands,LS30,434,Extraction,-92,-80,-6,1,-61,-54,-37,-74,0.43182,-107.337,37.441,2883,30,251,1.087641,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.15,
All,435,RAA,2012,2014,2,LittleSands,LS31,435,Extraction,-97,-83,-18,-7,-73,-62,-8,-8,0.55769,-107.336,37.433,2965,47,255,1.075414,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.1,
All,436,RAA,2012,2014,2,LittleSands,LS32,436,Extraction,-83,-67,-6,6,-61,-49,525,991,0.53153,-107.334,37.429,2907,42,223,0.984002,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.25,
All,437,RAA,2012,2014,2,LittleSands,LS33,437,Extraction,-144,-124,-32,-21,-87,-76,-23,-37,0.36449,-107.332,37.486,3094,14,91,0.715112,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.21,
All,515,RAA,2013,2014,1,Papoose,PA01,515,Extraction,358,413,406,422,221,255,203,192,0.37931,-107.189,37.7503,2884,40,292,0.978157,,9.226678295,19.29396683,,,2,3.486486486,0.335818919,0.787837838,,,0.9375,,1,0.894736842,PIEN,ABLA,,,,,27.03052275,925,0.698,
All,516,RAA,2013,2014,1,Papoose,PA02,516,Extraction,768,754,362,380,456,448,176,163,0.35211,-107.192,37.7474,2886,40,316,0.792922,22,9.086884228,16.52771725,,,1,0.75,0.09665,0.368421053,,,0.35,,0.393442623,0.533333333,PIEN,ABLA,,,,,40.742625,1900,0.764,
All,550,RAA,2013,2014,1,Papoose,PA03,550,Extraction,1033,1037,580,593,655,662,320,312,0.4026,-107.196,37.7459,2892,40,330,0.678613,23,12.4161022,16.33409158,,,3,8.348484848,0.762666667,0.968181818,,,1,,1,1,PIEN,ABLA,,,,,34.5576,1650,0.513,
All,476,RAA,2013,2014,1,Papoose,PA04,476,Extraction,711,671,349,336,456,427,137,147,0.41177,-107.204,37.7441,2876,25,332,0.764029,25,11.9517981,19.0056031,,,1,0.391304348,0.0653,0.368115942,,,0.225,,0.184336199,0.142857143,PIEN,ABLA,,,,,48.9127485,1725,0.857,
All,477,RAA,2013,2014,1,Papoose,PA05,477,Extraction,643,654,395,411,399,409,193,182,0.38462,-107.21,37.7417,2888,35,318,0.807272,29,10.54737568,16.46510273,,,1,0.653846154,0.088246154,0.575641026,,,0.6,,0.492933619,0.411764706,PIEN,ABLA,,,,,41.4985725,1950,0.626,
All,517,RAA,2013,2014,1,Papoose,PA06,517,Extraction,1053,1227,520,631,625,771,349,279,0.35294,-107.208,37.751,3100,5,0,0.775635,23,19.50474642,21.38357475,,,1,5.048780488,0.494632143,0.65,,,0.95,,0.874671261,0.857142857,ABLA,PIEN,,,,,36.792063,1025,0.36,
All,551,RAA,2013,2014,1,Papoose,PA07,551,Extraction,1250,1248,739,731,773,764,427,431,0.38272,-107.204,37.7531,3050,23,348,0.687411,19,13.41423286,18.73976663,,,3,10.01851852,0.90962963,0.981481482,,,1,,1,1,PIEN,ABLA,,,,,37.216179,1350,0.774,
All,518,RAA,2013,2014,1,Papoose,PA08,518,Extraction,1283,1264,644,617,638,615,382,402,0.24786,-107.199,37.7532,3046,25,42,0.460547,14,9.956977517,19.96889221,,,2,5.303571429,0.510551429,0.869642857,,,0.9,,1,1,PIEN,ABLA,,,,,43.8233565,1400,0.856,
All,552,RAA,2013,2014,1,Papoose,PA09,552,Extraction,1030,1026,543,560,620,634,302,294,0.36264,-107.196,37.756,2870,50,14,0.316794,22,13.95198774,16.50764733,,,3,8.242424242,0.753333333,1,,,1,,1,1,PIEN,ABLA,,,,,35.295876,1650,0.652,
All,519,RAA,2013,2014,1,Papoose,PA10,519,Extraction,832,807,382,419,536,517,196,169,0.41509,-107.106,37.7391,2867,35,34,0.373563,31,36.02805955,33.33372654,,,1,5.485714286,0.175457303,0.885714286,,,0.95,,0.16744774,0.56,PIEN,ABLA,,,,,76.321245,875,0.136,
All,553,RAA,2013,2014,1,Papoose,PA11,553,Extraction,1164,1169,654,658,689,719,374,379,0.35,-107.11,37.7389,2942,55,6,0.3159,20,10.69150207,15.92377594,,,3,9.453125,0.859875,1,,,1,,1,1,PIEN,ABLA,,,,,31.84797,1600,0.756,
All,554,RAA,2013,2014,1,Papoose,PA12,554,Extraction,934,726,538,491,490,378,276,310,0.275,-107.105,37.7321,3006,30,316,0.845205,18,12.90354467,19.63538157,,,3,8.092592593,0.740148148,1,,,1,,1,1,PIEN,ABLA,,,,,40.8584715,1350,0.705,
All,555,RAA,2013,2014,1,Papoose,PA13,555,Extraction,1247,1287,662,649,720,706,389,390,0.33333,-107.105,37.7321,2991,40,12,0.409032,,12.37695962,14.41066158,,,3,7.017857143,0.645571429,1,,,1,,1,1,PIEN,ABLA,,,,,23.2301685,1425,0.635,
All,556,RAA,2013,2014,1,Papoose,PA14,556,Extraction,929,859,622,563,620,526,300,332,0.44538,-107.184,37.786,2876,20,28,0.55602,23,16.34586673,18.1531038,,,3,8.326530612,0.760734694,0.995918367,,,0.9,,1,1,PIEN,PIPU,,,,,31.6889265,1225,0.165,
All,557,RAA,2013,2014,1,Papoose,PA15,557,Extraction,1075,1077,623,619,670,665,345,346,0.38824,-107.188,37.7833,2934,32,324,0.778625,15,12.5779797,16.7576696,,,3,6.882352941,0.633647059,1,,,1,,1,1,PIEN,ABLA,,,,,18.7376805,850,0.722,
All,558,RAA,2013,2014,1,Papoose,PA16,558,Extraction,1056,981,617,585,616,555,334,354,0.34091,-107.192,37.7809,2900,30,322,0.803176,24,10.83629035,16.65607616,,,3,8.439393939,0.770666667,1,,,1,,1,1,PIEN,ABLA,,,,,36.477903,1675,0.632,
All,592,RAA,2013,2014,1,Papoose,PA17,592,Extraction,1016,1039,595,595,575,580,345,342,0.32076,-107.196,37.7777,2912,10,310,0.865408,,8.92150032,15.95119733,,,3,6.177777778,0.571644444,1,,,1,,1,1,PIEN,ABLA,,,,,22.470294,1125,0.743,
All,593,RAA,2013,2014,1,Papoose,PA18,593,Extraction,728,689,351,334,437,405,142,154,0.36,-107.199,37.774,2912,25,346,0.682751,25,9.133317255,25.75299129,,,1,1.181818182,0.132,0.421212121,,,0.625,,0.293853073,0.090909091,PIEN,ABLA,,,,,42.9515625,825,0.803,
All,520,RAA,2013,2014,1,Papoose,PA19,520,Extraction,252,267,360,351,139,160,155,167,0.30337,-107.202,37.7715,2915,28,336,0.721269,10,8.401273789,16.43483662,,,1,1.651685393,0.344658763,0.537078652,,,0.45,,0.652061856,0.6,PIEN,ABLA,,,,,47.1770145,2225,0.833,
All,559,RAA,2013,2014,1,Papoose,PA20,559,Extraction,830,1028,449,398,328,384,223,265,0.15625,-107.207,37.7708,2940,17,136,0.872921,22,23.38151183,23.04310555,,,3,14.21428571,1,1,,,1,,1,1,PIEN,ABLA,,,,,29.17761,700,0.091,
All,560,RAA,2013,2014,1,Papoose,PA21,560,Extraction,910,1052,448,501,370,459,301,263,0.16535,-107.192,37.7913,2920,28,74,0.50773,15,13.19426627,15.32471465,,,3,7,0.644,1,,,1,,1,1,PIEN,PIPU,,,,,15.209271,825,0.454,
All,561,RAA,2013,2014,1,Papoose,PA22,561,Extraction,1196,1192,692,671,765,735,382,390,0.40909,-107.195,37.7932,2938,15,26,0.622,27,15.01594057,22.6672706,,,3,14.80434783,1,1,,,1,,1,1,PIEN,ABLA,,,,,46.3837605,1150,0.884,
All,562,RAA,2013,2014,1,Papoose,PA23,562,Extraction,1116,1057,492,527,596,584,293,272,0.28571,-107.2,37.793,2940,30,352,0.607238,15,9.788847157,15.20647281,,,3,6.785714286,0.625142857,1,,,1,,1,1,PIEN,ABLA,,,,,19.0596945,1050,0.703,
All,478,RAA,2013,2014,1,Papoose,PA24,478,Extraction,977,946,690,674,691,654,360,365,0.5,-107.206,37.7898,2996,60,336,0.460502,21,14.62412452,16.18427314,,,2,4.621621622,0.43502973,0.963513514,,,0.97,,1,1,PIEN,ABLA,,,,,38.0388855,1850,0.537,
All,521,RAA,2013,2014,1,Papoose,PA25,521,Extraction,823,824,266,243,227,225,94,115,0.07692,-107.206,37.7853,3218,8,340,0.795545,13,9.106974042,16.08405951,,,2,4.636363636,0.4567,0.9,,,0.8,,1,1,ABLA,PIEN,,,,,31.796919,1150,0.42,
All,563,RAA,2013,2014,1,Papoose,PA26,563,Extraction,1802,1649,172,213,307,289,68,30,0.02959,-107.2,37.7878,3234,8,156,0.881112,15,11.80978543,16.75666613,,,3,7.192307692,0.660923077,1,,,1,,1,1,PIEN,ABLA,,,,,15.429183,700,0.779,
All,564,RAA,2013,2014,1,Papoose,PA27,564,Extraction,1891,1798,316,334,410,422,180,166,0.04762,-107.197,37.7891,3117,4,108,0.800583,,10.31443241,16.01369086,,,3,6.192307692,0.572923077,1,,,1,,1,1,PIEN,ABLA,,,,,13.084764,650,0.695,
All,565,RAA,2013,2014,1,Papoose,PA28,565,Extraction,1432,1452,780,747,804,799,464,484,0.31532,-107.249,37.7346,3141,5,352,0.786231,,12.54202278,15.75640729,,,3,7.380952381,0.67752381,1,,,1,,1,1,PIEN,ABLA,,,,,28.871304,1450,0.564,
All,566,RAA,2013,2014,1,Papoose,PA29,566,Extraction,1310,1323,312,353,499,469,188,148,0.14504,-107.242,37.7335,3120,5,220,0.860474,,13.17740458,19.79484588,,,3,7.714285714,0.706857143,1,,,1,,1,1,ABLA,PIEN,,,,,25.627602,825,0.528,
All,567,RAA,2013,2014,1,Papoose,PA30,567,Extraction,1320,1380,567,587,660,690,355,340,0.25,-107.234,37.736,3164,0,-1,0.805822,19,17.00685212,17.38602734,,,3,7.52,0.68976,0.990384615,,,1,,1,1,PIEN,ABLA,,,,,45.816309,1250,0.169,
All,522,RAA,2013,2014,1,Papoose,PA31,522,Extraction,1090,1173,415,426,635,691,211,204,0.33929,-107.229,37.7365,3134,9,82,0.730564,27,13.72022305,14.75495903,,,1,3.587628866,0.529516216,0.937755102,,,0.9,,0.97127056,0.98630137,PIEN,ABLA,,,,,49.268142,2425,0.222,
All,568,RAA,2013,2014,1,Papoose,PA32,568,Extraction,1191,1002,522,509,522,444,306,318,0.19298,-107.049,37.6447,3297,35,172,1.063559,24.3,13.84282879,20.48982348,,,3,11.13636364,1,1,,,1,,1,1,PIEN,ABLA,,,,,40.3479615,1050,0.672,
All,479,RAA,2013,2014,1,Papoose,PA33,479,Extraction,618,569,126,147,287,273,4,-13,0.21569,-107.045,37.6473,3267,0,76,0.807029,23,14.86504899,21.31198143,,,1,1.2,0.13598,0.567692308,,,0.25,,0.667529107,0.5,PIEN,ABLA,,,,,57.938958,1625,0.725,
All,480,RAA,2013,2014,1,Papoose,PA34,480,Extraction,894,759,364,341,388,349,163,186,0.18812,-107.043,37.6495,3202,22,114,0.758578,,13.51968856,19.87746788,,,1,4.075,0.387255,0.761875,,,0.7875,,0.752584844,0.777777778,PIEN,ABLA,,,,,62.0328555,2000,0.623,
All,523,RAA,2013,2014,1,Papoose,PA35,523,Extraction,862,906,432,401,397,416,214,239,0.2126,-107.042,37.6457,3182,17,98,0.715082,,8.662460191,19.62800831,,,2,4.869565217,0.219346154,0.958333333,,,0.8,,1,1,PIEN,ABLA,,,,,36.623202,1200,0.706,
All,481,RAA,2013,2014,1,Papoose,PA36,481,Extraction,209,254,221,219,107,127,61,63,0.26214,-107.045,37.6414,3225,10,78,0.713826,26,8.752229015,18.6125343,,,1,0.466666667,0.071886667,0.148333333,,,0.35,,0.244897959,0.2,PIEN,ABLA,,,,,40.7917125,1500,0.822,
All,524,RAA,2013,2014,1,Papoose,PA37,524,Extraction,1018,991,592,585,611,587,327,330,0.36083,-107.051,37.6431,3281,29,74,0.499202,25.2,11.63911481,14.97322664,,,1,3,0.292,0.824404762,,,0.65,,0.985545474,0.971428571,ABLA,PIEN,,,,,36.9589605,2100,0.395,
All,482,RAA,2013,2014,1,Papoose,PA38,482,Extraction,628,636,331,297,306,318,124,153,0.23729,-107.054,37.6595,3315,11,100,0.760652,,17.7373836,19.52596069,,,1,1.796610169,0.186101695,0.725423729,,,0.575,,0.446082683,0.477272727,ABLA,PIEN,,,,,56.9316825,1450,0.181,
All,525,RAA,2013,2014,1,Papoose,PA39,525,Extraction,1547,1403,416,331,617,569,163,236,0.15966,-107.049,37.6607,3273,26,156,0.981034,16,14.71305153,19.78080782,,,1,5.702702703,0.529837838,0.392162162,,,0.7,,0.944537815,0.666666667,PIEN,ABLA,,,,,32.566611,925,0.694,
All,526,RAA,2013,2014,1,Papoose,PA40,526,Extraction,627,644,469,449,285,291,254,271,0.20635,-107.048,37.656,3265,15,84,0.681065,,12.13378873,16.89843772,,,1,2.153846154,0.217538462,0.582692308,,,0.25,,0.370883429,0.56,PIEN,ABLA,,,,,31.8813495,1275,0.513,
All,438,RAA,2013,2014,1,Papoose,PA41,438,Extraction,283,276,72,68,152,147,-57,-54,0.28736,-107.233,37.695,3343,44,302,0.883696,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.6,
All,439,RAA,2013,2014,1,Papoose,PA42,439,Extraction,148,148,46,39,67,69,-85,-79,0.2043,-107.227,37.69,3440,21,248,1.032365,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.56,
All,440,RAA,2013,2014,1,Papoose,PA43,440,Extraction,402,525,130,185,124,189,37,-11,0.09524,-107.221,37.685,3523,28,315,0.859159,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.82,
All,441,RAA,2013,2014,1,Papoose,PA44,441,Extraction,603,596,228,249,288,301,84,70,0.22807,-107.218,37.683,3556,16,46,0.57268,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.42,
All,442,RAA,2013,2014,1,Papoose,PA45,442,Extraction,581,574,164,165,260,244,20,18,0.2,-107.215,37.675,3586,5,348,0.792366,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.71,
All,443,RAA,2013,2014,1,Papoose,PA46,443,Extraction,173,56,-39,-20,99,35,-125,-136,0.32653,-107.182,37.664,3256,14,225,0.933445,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.35,
All,444,RAA,2013,2014,1,Papoose,PA47,444,Extraction,173,183,28,26,94,98,-90,-88,0.29524,-107.179,37.656,3310,36,281,1.050396,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.75,
All,445,RAA,2013,2014,1,Papoose,PA48,445,Extraction,399,443,82,86,127,167,-49,-54,0.1017,-107.186,37.64,3481,39,103,0.562322,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.9,
All,446,RAA,2013,2014,1,Papoose,PA49,446,Extraction,136,147,75,62,78,84,-60,-50,0.3271,-107.058,37.588,3311,24,244,1.046527,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.6,
All,447,RAA,2013,2014,1,Papoose,PA50,447,Extraction,363,351,149,146,237,227,3,5,0.42593,-107.085,37.585,3315,56,315,0.67353,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.65,
All,448,RAA,2013,2014,1,Papoose,PA51,448,Extraction,176,192,3,17,89,102,-99,-111,0.25532,-107.084,37.581,3418,26,313,0.877846,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.75,
All,527,RAA,2013,2014,1,WestFork,WF01,527,Extraction,813,819,541,521,539,531,278,289,0.43902,-106.813,37.6064,3278,22,212,1.02061,29.2,11.69452692,24.47985978,,,2,4.25,0.391666667,1,,,0.625,,1,1,PIEN,ABLA,,,,,28.2253125,600,0.851,
All,528,RAA,2013,2014,1,WestFork,WF02,528,Extraction,353,363,167,172,223,227,33,30,0.39759,-106.809,37.6054,3289,17,208,0.992641,29,13.49814566,24.50372995,,,1,1.507936508,0.080634921,0.647619048,,,0.725,,0.801137478,0.5,PIEN,ABLA,,,,,74.236008,1575,0.82,
All,483,RAA,2013,2014,1,WestFork,WF03,483,Extraction,313,431,118,215,179,275,61,-6,0.32632,-106.806,37.6025,3261,27,266,1.074188,24,19.76725724,26.35208945,,,1,1.526315789,0.125,0.748684211,,,0.4,,0.83961825,0.818181818,PIEN,ABLA,,,,,51.7873125,950,0.54,
All,484,RAA,2013,2014,1,WestFork,WF04,484,Extraction,740,679,463,421,498,443,207,233,0.45206,-106.802,37.5994,3258,25,258,1.067712,34,18.94447964,23.17612854,,,1,2.3125,0.17515625,0.78125,,,0.525,,0.599222361,0.852941176,PIEN,ABLA,,,,,67.4638965,1600,0.547,
All,529,RAA,2013,2014,1,WestFork,WF05,529,Extraction,645,627,342,354,399,380,167,157,0.38272,-106.797,37.5948,3310,30,256,1.09106,,13.04172627,14.3018066,,,1,1.072916667,0.108229167,0.421875,,,0.55,,0.699914749,0.597014925,ABLA,PIEN,,,,,38.535651,2400,0.371,
All,485,RAA,2013,2014,1,WestFork,WF06,485,Extraction,673,597,375,369,426,371,176,178,0.4,-106.796,37.5991,3407,24,238,1.031772,,7.10174465,18.99303674,,,1,0.551724138,0.051724138,0.293103448,,,0.15,,0.590622182,0.523809524,PIEN,ABLA,,,,,41.060712,1450,0.816,
All,569,RAA,2013,2014,1,WestFork,WF07,569,Extraction,1239,1228,547,545,572,568,346,347,0.21348,-106.805,37.6092,3428,28,228,1.008607,22,23.28375503,27.11232331,,,3,10.5,1,1,,,1,,1,1,PIEN,ABLA,,,,,51.3082185,675,0.44,
All,486,RAA,2013,2014,1,WestFork,WF08,486,Extraction,279,315,222,212,177,202,62,69,0.40187,-106.812,37.5958,3244,12,58,0.64976,23,13.61974515,17.57115471,,,1,1.364705882,0.177058824,0.674117647,,,0.4,,0.578811786,0.656716418,PIEN,ABLA,,,,,64.71696,2125,0.194,
All,570,RAA,2013,2014,1,WestFork,WF09,570,Extraction,1209,1193,641,638,633,637,399,405,0.27473,-106.815,37.5782,3331,38,192,1.103489,19,11.93688551,20.62157521,,,3,7.228070175,1,1,,,1,,1,1,PIEN,ABLA,,,,,50.9076645,1525,0.84,
All,487,RAA,2013,2014,1,WestFork,WF10,487,Extraction,674,639,228,234,350,334,85,81,0.26923,-106.826,37.5793,3484,9,126,0.833368,25,12.7265408,26.28925091,,,1,1.11627907,0.114878049,0.611363636,,,0.425,,0.52943314,0.55,PIEN,ABLA,,,,,59.678619,1100,0.88,
All,488,RAA,2013,2014,1,WestFork,WF11,488,Extraction,632,598,284,279,316,300,123,127,0.25,-106.831,37.5805,3572,15,170,0.967686,,10.36281938,28.97970093,,,1,1.260869565,0.168478261,0.360869565,,,0.325,,0.198757764,0,PIEN,ABLA,,,,,89.920446,1075,0.649,
All,571,RAA,2013,2014,1,WestFork,WF12,571,Extraction,1444,1435,764,759,783,773,490,493,0.29412,-106.819,37.5846,3479,24,60,0.505471,25,15.38789333,28.56397,,,3,11.42857143,1,1,,,1,,1,1,PIEN,ABLA,,,,,56.07756,825,0.874,
All,572,RAA,2013,2014,1,WestFork,WF13,572,Extraction,1212,1248,621,630,654,676,390,384,0.29167,-106.822,37.5809,3444,29,204,1.074205,19,15.82244368,22.42575904,,,3,10.80487805,1,1,,,1,,1,1,PIEN,ABLA,,,,,40.4657715,1025,0.789,
All,573,RAA,2013,2014,1,WestFork,WF14,573,Extraction,1180,852,763,606,713,520,349,467,0.36585,-106.832,37.6189,3476,9,38,0.680481,29,12.23485275,27.86615264,,,1,9.111111111,0.655555556,0.778571429,,,0.575,,0.968637532,0.846153846,PIEN,ABLA,,,,,96.007296,1575,0.845,
All,489,RAA,2013,2014,1,WestFork,WF15,489,Extraction,573,565,345,333,322,322,157,167,0.31579,-106.83,37.6221,3431,20,302,0.930993,27,8.580631769,18.79491615,,,1,0.91954023,0.139655172,0.291954023,,,0.4,,0.526829268,0.5,PIEN,ABLA,,,,,60.3128295,2175,0.722,
All,490,RAA,2013,2014,1,WestFork,WF16,490,Extraction,379,428,404,412,235,266,206,201,0.38462,-106.827,37.6247,3453,21,312,0.886787,20,10.61401789,22.49543534,,,1,2.836065574,0.201666667,0.349180328,,,0.225,,0.153345175,0.428571429,PIEN,ABLA,,,,,60.5798655,1525,0.448,
All,491,RAA,2013,2014,1,WestFork,WF17,491,Extraction,645,682,418,455,400,419,239,212,0.38462,-106.83,37.6274,3329,38,326,0.726956,24,17.89310083,27.73178774,,,1,0.769230769,0.050384615,0.173076923,,,0.15,,0.070089286,0.083333333,PIEN,ABLA,,,,,79.9910265,1325,0.735,
All,574,RAA,2013,2014,1,WestFork,WF18,574,Extraction,693,697,762,754,454,456,440,446,0.42857,-106.827,37.6301,3375,41,322,0.737609,18,8.868790414,18.4231457,,,1,8.098591549,0.823571429,0.887323944,,,0.95,,0.952054795,0.9,PIEN,ABLA,,,,,47.292861,1775,0.852,
All,575,RAA,2013,2014,1,WestFork,WF19,575,Extraction,1220,1208,783,766,818,787,449,453,0.44928,-106.823,37.6272,3450,17,326,0.824935,,7.329042003,17.95137433,,,3,10.50877193,1,1,,,1,,1,1,PIEN,ABLA,,,,,36.0478965,1425,0.992,
All,576,RAA,2013,2014,1,WestFork,WF20,576,Extraction,1363,1360,774,773,828,825,473,474,0.36986,-106.824,37.6212,3532,21,272,1.028793,11,11.37027856,18.54618267,,,3,8.407407407,1,1,,,1,,1,1,PIEN,ABLA,,,,,37.801302,1400,0.659,
All,492,RAA,2013,2014,1,WestFork,WF21,492,Extraction,497,626,295,300,270,353,133,131,0.29546,-106.801,37.6412,3467,27,46,0.434097,24,11.37328415,19.97556558,,,1,0.12,0.009,0.244,,,0.35,,0.478453039,0.47826087,PIEN,ABLA,,,,,39.1541535,1250,0.767,
