fire_year,FIRE,plotname,PLOT,RdNBR,RdNBR_BL,dNBR,dNBR_BL,RBR,RBR_BL,pre_NBR,lat,slope,HeatLoad,MaxTreeHeight,QMD_LAF,QMD_all,FIRESEVNUM,CHARHT_percMax,BOLESCORCH,CHARCOV,Firemort.BA.p,Firemort.trees.p,ba_ha,stems_ha,RedGrayGreenStage.BA.p
2008,newfork,58,237,1004,1001,677,678,462,461,0.44,43.0896,16,0.924556,25.8,16.31,20.26,3,0.75,0.99,0.55,1,1,30.09,934,0.44
2008,newfork,59,238,1224,1207,877,865,576,568,0.5,43.0906,8,0.832291,21,15.7,15.9,3,0.92,1,0.72,1,1,34.8,1754,0.02
2008,newfork,60,239,1086,1141,677,756,483,521,0.376623377,43.0924,25,0.674307,20.6,14.97,16.93,3,0.95,1,0.7,1,1,30.56,1358,0.24
2008,newfork,61,240,1072,1071,793,773,509,505,0.532467532,43.0895,9,0.666054,21.1,15.32,16.92,2,0.61,0.99,0.14,1,1,36.58,1627,0.09
2008,newfork,63,241,696,697,465,467,318,319,0.425287356,43.0835,5,0.791647,21.8,14.76,14.98,2,0.46,0.99,0.4,1,1,30.89,1754,0.07
2008,newfork,64,242,1125,1094,745,740,514,504,0.425287356,43.0843,4,0.781314,23.8,11.54,11.54,3,1,1,0.72,1,1,23.23,2221,0
2008,newfork,65,243,945,957,706,697,450,452,0.540540541,43.0845,2,0.73229,19.9,13.23,13.16,2,0.5,0.97,0.44,1,1,30.98,2278,0
2008,newfork,66,244,990,930,661,612,453,423,0.431818182,43.0835,6,0.808861,22.5,12.23,12.36,2,0.4,0.99,0.29,1,1,24.92,2080,0.04
2008,newfork,67,245,1149,1171,778,797,530,541,0.445783133,43.0843,6,0.79994,25.2,13.73,13.61,3,0.82,1,0.92,1,1,26.93,1853,0
2008,newfork,68,246,1211,1179,735,739,533,526,0.357142857,43.0846,12,0.813577,21.4,13.28,13.9,3,0.9,1,0.77,1,1,21.25,1401,0.01
2008,newfork,69,247,1231,1251,785,799,554,563,0.395833333,43.0864,10,0.833762,21.9,12.61,12.59,3,0.88,1,0.94,1,1,25.01,2009,0
2008,newfork,70,248,1037,1044,678,657,471,466,0.413333333,43.0865,11,0.869553,22.6,11.11,13.1,3,0.87,1,0.67,1,1,24.22,1797,0.4
2008,newfork,71,249,1261,1251,773,768,557,553,0.365853659,43.0857,13,0.891846,23.1,13.26,13.22,3,0.81,1,0.7,1,1,24.85,1811,0
2008,newfork,72,250,610,581,440,414,286,271,0.493975904,43.0881,9,0.845713,24.9,18.59,18.9,2,0.33,0.86,0.16,1,1,32.94,1174,0.06
2008,newfork,73,251,512,518,348,345,235,235,0.432098765,43.0987,4,0.778553,21.8,11.7,11.82,1,0.1,0.62,0.08,0.97,0.95,37.11,3381,0.05
2008,newfork,74,252,428,541,221,282,169,216,0.24,43.0987,10,0.804322,21,8.96,9.16,1,0.09,0.62,0.16,0.97,0.86,26.67,4046,0.06
2008,newfork,75,253,733,605,379,322,293,245,0.252747253,43.0987,11,0.823608,30.4,12,12.09,1,0.03,0.4,0.21,0.92,0.78,28.89,2518,0.03
2008,newfork,76,254,405,336,245,206,175,145,0.333333333,43.0974,6,0.789298,23.4,9.32,9.34,1,0.07,0.47,0.25,0.95,0.64,21.5,3141,0
2008,newfork,77,255,775,804,382,407,301,317,0.229166667,43.0971,2,0.757684,23.1,10.85,11.49,3,0.54,0.9,0.55,1,1,23.59,2278,0.16
2008,newfork,78,256,491,474,281,271,207,199,0.302325581,43.0971,5,0.795433,22.9,17.23,16.91,2,0.04,0.71,0.14,1,1,28.91,1287,0.02
2008,newfork,79,257,675,753,377,426,282,317,0.294117647,43.0958,8,0.80834,24.6,14.2,14.19,2,0.16,0.74,0.09,1,1,28.16,1783,0.03
2008,newfork,80,258,1229,1221,645,645,500,498,0.266666667,43.0955,8,0.813505,23.6,9.88,10.3,3,0.71,1,0.76,1,1,22.62,2716,0.09
2008,newfork,81,259,961,903,579,527,420,388,0.34939759,43.0957,7,0.821126,19.9,13.55,13.59,2,0.32,0.88,0.25,1,1,29.35,2023,0.03
2008,newfork,82,260,1211,1210,703,690,521,515,0.326086957,43.094,8,0.83346,22.9,15.12,15.62,3,0.8,1,0.69,1,1,26.02,1358,0.17
2008,newfork,87,261,1147,1087,722,675,513,482,0.384615385,43.0935,16,0.67656,23.4,12,12,3,0.65,1,0.54,1,1,22.37,1981,0
2008,newfork,88,262,286,278,148,152,111,112,0.228915663,43.0986,5,0.786899,25,15.65,15.2,1,0.03,0.38,0.07,0.84,0.66,27.19,1500,0.02
2008,newfork,89,263,445,487,236,247,179,190,0.255319149,43.0971,9,0.833823,23.3,12.98,13.09,1,0.09,0.74,0.18,1,1,27.01,2009,0.04
2008,newfork,90,264,662,542,370,297,277,223,0.294117647,43.0953,14,0.901552,23.6,10.53,11.23,1,0.13,0.74,0.14,0.99,0.97,25.91,2617,0.15
2008,newfork,92,265,1234,1240,759,765,546,549,0.367088608,43.1002,3,0.764921,22.3,10.08,13.2,3,0.88,1,0.57,1,1,21.28,1556,0
2008,newfork,93,266,1156,1140,586,576,460,453,0.247311828,43.1001,5,0.787522,24.7,18.24,18.2,3,0.82,1,0.78,1,1,27.23,1047,0.04
2008,newfork,94,267,1109,1067,593,580,456,442,0.275,43.1003,12,0.830566,22,17.74,17.73,3,0.86,1,0.45,1,1,26.88,1089,0.02
2008,newfork,95,268,657,630,395,372,286,271,0.341463415,43.1003,10,0.825436,24.6,9.99,10.22,2,0.13,0.75,0.15,1,1,24.25,2957,0.07
2008,newfork,96,269,934,865,646,581,433,396,0.462686567,43.1018,16,0.814228,22.5,12.39,12.52,2,0.17,0.83,0.08,1,1,23.13,1882,0.04
2008,newfork,97,270,1280,1264,823,800,578,567,0.402597403,43.1019,14,0.829387,22.5,15.45,15.59,3,0.88,1,0.67,1,1,25.38,1330,0.07
2008,newfork,98,271,1274,1277,638,640,504,505,0.242105263,43.1015,9,0.794269,22.9,10.95,11.21,3,0.51,1,0.74,1,1,24.83,2518,0.07
2008,newfork,99,272,1027,1035,661,665,463,467,0.4,43.1015,3,0.758756,22.2,16.43,16.79,2,0.41,0.99,0.38,1,1,29.1,1316,0.1
2008,newfork,100,273,1163,1175,732,733,520,523,0.384615385,43.094,7,0.821031,23.8,10.98,12.18,3,0.91,1,0.56,1,1,29.64,2546,0.21
2008,newfork,101,274,1310,1295,708,696,542,534,0.283950617,43.0958,3,0.759377,21.9,12.06,12.41,3,0.91,1,0.74,1,1,28.04,2320,0.1
2008,newfork,102,275,680,704,382,382,285,289,0.29787234,43.0972,5,0.750579,23.9,14,14,2,0.21,0.92,0.25,1,1,18.71,1217,0
2008,newfork,103,276,525,572,265,292,205,225,0.234042553,43.0994,10,0.755106,23,14.45,14.58,2,0.19,0.86,0.26,1,1,22.18,1330,0.03
2008,newfork,104,277,1305,1289,946,945,617,611,0.513513514,43.0946,1,0.745041,23.8,13.91,14.12,3,0.82,1,0.59,1,1,34.53,2207,0.04
2008,newfork,105,278,1273,1274,712,733,537,544,0.303370787,43.0959,2,0.73108,22.9,7.67,13.06,3,1,1,0.64,1,1,22.55,1684,0.08
2008,newfork,106,279,745,720,501,504,341,334,0.432432432,43.098,19,0.743502,20.6,12.01,12.08,2,0.07,0.77,0.1,1,1,36.14,3155,0.02
2008,newfork,107,280,1112,1115,757,752,514,513,0.45,43.094,1,0.729378,21.1,15.59,15.67,3,0.92,1,0.81,1,1,40.63,2108,0.03
2008,newfork,108,281,1257,1258,918,894,596,590,0.52,43.0958,12,0.738334,21,15.65,15.82,3,0.86,1,0.75,1,1,31.4,1599,0.09
2008,newfork,109,282,1267,1251,944,924,604,594,0.542857143,43.0975,26,0.538476,22.9,12.95,13,3,0.83,1,0.71,1,1,31.36,2363,0.03
2008,newfork,110,283,789,773,590,578,376,368,0.538461538,43.0962,25,0.709518,21.1,14.94,14.81,2,0.31,0.9,0.1,1,1,41.4,2405,0.03
2008,newfork,112,284,872,859,520,499,379,368,0.340909091,43.0947,21,0.683046,25.6,18.37,18.37,2,0.44,0.94,0.16,1,1,22.48,849,0
2008,newfork,114,285,1190,1207,774,778,540,545,0.411764706,43.094,24,0.707702,23.3,18.02,18.67,3,0.9,1,0.64,1,1,28.26,1033,0.15
2008,newfork,115,286,1286,1262,939,920,610,598,0.52,43.0927,2,0.756973,21.4,13.46,13.77,3,0.92,1,0.86,1,1,33.49,2249,0.07
2008,gunbarrel,big1,287,549,612,245,275,215,239,0.23636,44.5134,18,0.902161,23.18,19.73,22.36,3,0.87,1,0.42,1,1,34.42,877,0.36
2008,gunbarrel,big2,288,906,910,559,557,411,411,0.41177,44.5159,22,0.928367,24.88,16.79,16.97,3,0.92,1,0.28,1,1,33.89,1500,0
2008,gunbarrel,big3,289,1084,1085,560,549,451,446,0.28814,44.5235,17,0.88891,28.46,28.88,41.65,3,0.8,1,0.35,1,1,52.02,382,0.86
2008,gunbarrel,big4,290,1094,1129,402,392,368,363,0.15044,44.5228,8,0.813332,22.27,22.79,25.47,2,0.75,1,0.3,1,1,39.62,778,0.76
2008,gunbarrel,big5,291,1080,1036,619,580,473,449,0.35238,44.5202,19,0.926195,23.39,19.8,22.89,2,0.72,1,0.34,1,1,37.83,920,0.35
2008,gunbarrel,big6,292,756,684,358,309,303,267,0.25253,44.5172,11,0.767045,25.86,19.86,31.57,2,0.79,1,0.18,1,1,67.52,863,0.74
2008,gunbarrel,big7,293,349,357,160,162,143,145,0.27119,44.5206,10,0.785358,23.81,9.54,19.97,1,0.17,1,0.14,0.99,0.68,42.95,1372,0.76
2008,gunbarrel,big8,294,103,225,13,56,31,69,0.11504,44.5243,14,0.766599,24.6,21.9,33.42,1,0.16,1,0.19,1,1,60.77,693,0.86
2008,gunbarrel,big9,295,658,626,314,286,266,247,0.2605,44.5237,8,0.808643,24.88,19.19,26.13,2,0.38,1,0.09,1,1,41.72,778,0.63
2008,gunbarrel,big10,296,1096,1067,535,526,442,432,0.25862,44.529,15,0.860452,26.51,18.55,25.42,3,0.77,1,0.21,1,1,43.79,863,0.69
2008,gunbarrel,big11,297,1014,979,418,413,369,362,0.18868,44.5326,17,0.871153,27.42,17.51,27.74,2,0.47,1,0.16,1,1,57.26,948,0.68
2008,gunbarrel,big12,298,1117,1129,600,616,474,482,0.31035,44.5291,20,0.946552,24.02,18.35,23.28,3,0.85,1,0.2,1,1,43.93,1033,0.57
2008,gunbarrel,big13,299,773,726,317,293,284,264,0.19231,44.5257,32,0.910289,23.81,23.34,33.08,2,0.59,1,0.15,1,1,52.27,608,0.76
2008,gunbarrel,big14,300,368,327,123,107,125,111,0.15556,44.5229,31,1.030232,22.39,21.51,26.17,2,0.56,1,0.22,1,1,43.35,806,0.64
2008,gunbarrel,big15,301,832,854,337,342,302,307,0.18681,44.521,32,1.010877,24.41,17.08,23.25,2,0.27,0.89,0.05,0.83,0.92,51.01,1203,0.65
2008,gunbarrel,big16,302,154,138,68,58,67,59,0.34066,44.5183,17,0.915924,23.18,23.86,25.18,1,0.03,0.44,0.04,0.36,0.45,57.76,1160,0.19
2008,gunbarrel,big17,303,299,298,123,123,117,117,0.23404,44.5179,12,0.83263,29.76,18.56,39.96,1,0.05,0.8,0.06,0.9,0.53,65.61,523,0.91
2008,gunbarrel,big18,304,648,649,280,275,247,244,0.21739,44.519,12,0.855681,22.73,21.74,26.03,3,0.9,1,0.25,1,1,35.37,665,0.64
2008,gunbarrel,big19,305,810,792,400,376,331,316,0.27103,44.519,17,0.886692,23.18,22.35,23.24,3,0.85,1,0.38,1,1,26.4,622,0.12
2008,gunbarrel,goff1,306,541,621,133,196,143,187,0.08271,44.4953,37,1.022601,22.85,13.3,16.21,1,0.26,0.67,0.18,0.65,0.63,27.13,1316,0.36
2008,gunbarrel,goff2,307,859,761,369,334,323,291,0.20721,44.4996,23,0.941506,24.02,14.23,20.66,2,0.23,0.93,0.35,0.81,0.93,33.2,990,0.56
2008,gunbarrel,goff3,308,944,923,491,457,395,375,0.29524,44.4976,25,0.648675,28.39,15.95,20.88,2,0.37,1,0.36,1,1,32.42,948,0.48
2008,gunbarrel,goff4,309,2880,2079,219,206,242,225,-0.00752,44.4968,28,0.406633,25.51,12.89,26.13,2,0.65,1,0.35,1,1,56.87,1061,0.78
2008,gunbarrel,goff5,310,871,764,263,207,257,208,0.10744,44.4948,11,0.767378,28.26,15.43,25.02,1,0.13,0.82,0.28,0.62,0.88,48.65,990,0.71
2008,gunbarrel,goff6,311,750,926,207,272,209,266,0.09375,44.4937,16,0.835012,24.88,14.39,24.99,3,0.69,1,0.42,1,1,40.24,821,0.8
2008,gunbarrel,goff7,312,995,971,423,364,370,331,0.2,44.4989,32,1.032935,26.51,12.69,24.07,1,0.2,0.81,0.29,0.92,0.92,51.46,1132,0.8
2008,gunbarrel,goff8,313,639,647,247,236,228,221,0.17778,44.495,30,0.919128,26.19,9.83,21.34,2,0.34,0.93,0.38,1,0.98,30.86,863,0.77
2008,gunbarrel,goff9,314,1030,1049,548,490,435,410,0.30667,44.4916,22,0.908814,26.19,15.66,22,3,0.78,1,0.39,1,1,46.78,1231,0.61
2008,gunbarrel,goff10,315,834,816,351,311,310,283,0.2,44.4885,26,0.802262,22.62,16.53,25.54,3,0.9,1,0.39,1,1,44.18,863,0.79
2008,gunbarrel,goff11,316,541,532,247,235,215,207,0.24706,44.4865,29,0.900194,28.78,17.73,32.06,1,0.24,0.79,0.2,0.95,0.94,63.91,792,0.81
2008,gunbarrel,goff12,317,816,896,378,433,322,361,0.24051,44.4844,15,0.884842,22.62,10.85,19.16,2,0.28,0.97,0.06,1,1,41.59,1443,0.77
2008,gunbarrel,goff13,318,978,991,474,464,394,390,0.25714,44.4821,30,0.778246,24.02,10.89,19.2,3,0.87,1,0.41,1,1,43,1485,0.72
2008,gunbarrel,goff14,319,1047,1091,475,488,405,417,0.22581,44.4911,22,0.850184,22.27,17.51,21.11,3,0.91,1,0.27,1,1,37.13,1061,0.57
2008,gunbarrel,goff15,320,453,456,210,212,183,185,0.2623,44.4803,20,0.830301,26.67,17.92,27.28,3,0.82,1,0.12,1,1,56.21,962,0.64
2008,gunbarrel,goff16,321,368,363,179,176,154,152,0.29787,44.4757,17,0.837421,24.98,14.23,25.69,2,0.86,1,0.05,1,1,24.19,467,0.78
2008,gunbarrel,goff17,322,596,588,289,287,244,242,0.27273,44.4823,24,0.935316,23.07,19.66,23.76,2,0.75,1,0.23,1,1,48.28,1089,0.54
2008,gunbarrel,goff18,323,804,799,343,354,302,306,0.20635,44.4764,27,0.795771,20.73,13.81,18.1,3,1,1,0.4,1,1,37.46,1457,0.76
2008,gunbarrel,goff19,324,835,808,598,563,399,383,0.55102,44.4708,19,0.581937,20.02,17.35,20.09,3,0.96,1,0.27,1,1,30.92,976,0.51
2008,gunbarrel,goff20,325,622,590,372,345,281,264,0.4,44.4661,25,0.836879,26.51,14.48,24.29,1,0.25,0.91,0.07,0.53,0.82,44.54,962,0.73
2008,gunbarrel,goff21,326,485,556,161,214,159,199,0.14286,44.4719,24,0.967013,25.43,15.82,30.07,3,1,1,0.17,1,1,49.19,693,0.92
2008,gunbarrel,goff22,327,729,563,407,297,318,240,0.34615,44.4696,23,0.899106,23.61,14.39,25.47,3,1,1,0.23,1,1,51.14,1004,0.8
2008,gunbarrel,goff23,328,935,931,563,556,420,416,0.3913,44.467,30,0.688415,22.15,17.78,22.5,2,0.51,1,0.29,1,1,29.8,750,0.63
2008,gunbarrel,goff24,329,638,625,377,371,286,281,0.3913,44.463,19,0.937648,24.22,13.63,17.36,1,0.03,0.43,0.1,0.41,0.57,47.51,2009,0.58
2008,gunbarrel,jim1,330,21,58,-8,13,9,25,0.41748,44.5228,20,0.705695,26.35,22.38,32.73,1,0.1,0.92,0.04,0.88,0.91,73.74,877,0.75
2008,gunbarrel,jim2,331,524,654,229,322,204,268,0.22917,44.5244,20,0.892274,26.51,17.83,28.99,2,0.52,0.99,0.26,1,1,62.51,948,0.74
2008,gunbarrel,jim3,332,821,819,462,451,358,354,0.34783,44.5308,37,1.046063,30.1,25.21,31.72,3,0.72,1,0.23,1,1,60.34,764,0.43
2008,gunbarrel,jim4,333,480,425,236,206,200,176,0.28814,44.528,36,1.04977,24.12,24.23,31.1,1,0.1,0.8,0.13,0.33,0.5,49.4,651,0.71
2008,gunbarrel,jim5,334,871,842,360,348,320,309,0.19266,44.5269,31,0.926445,25.51,23.1,24.99,3,0.84,1,0.4,1,1,49.22,1004,0.21
2008,gunbarrel,jim6,335,264,282,126,136,112,120,0.3125,44.5267,26,0.92537,25.94,18.66,23.18,1,0.39,0.84,0.15,0.61,0.71,52.49,1245,0.43
2008,gunbarrel,jim7,336,197,179,67,60,73,67,0.20388,44.5235,19,0.930283,23.81,23.01,24.54,1,0.04,0.51,0.09,0.38,0.51,80.24,1698,0.37
2008,gunbarrel,mummy1,337,62,102,1,17,20,33,0.13762,44.4638,27,0.990216,27.13,12.02,21.8,1,0.05,0.62,0.16,0.15,0.43,31.15,835,0.75
2008,gunbarrel,mummy2,338,354,351,105,101,112,108,0.12871,44.4661,30,1.024531,22.85,15.61,21.09,2,0.35,0.96,0.19,1,1,22.23,637,0.58
2008,gunbarrel,mummy3,339,901,925,303,311,287,294,0.13044,44.4751,20,0.847561,20.31,14.09,22.25,3,1,1,0.37,1,1,25.28,651,0.84
2008,gunbarrel,mummy4,340,531,650,194,230,185,218,0.16522,44.4706,25,0.925703,25.77,11.2,13.89,3,0.59,1,0.22,1,1,23.58,1556,0.34
2008,gunbarrel,clearwater1,341,621,599,229,225,215,210,0.16327,44.476,26,0.983443,26.82,12.19,19.44,3,0.76,1,0.32,1,1,28.96,976,0.64
2008,gunbarrel,clearwater2,342,694,617,245,217,232,207,0.14852,44.4725,24,0.982192,25.69,11.73,16.27,3,0.9,1,0.21,1,1,26.17,1259,0.55
2008,gunbarrel,clearwater3,343,810,780,269,290,257,267,0.12963,44.471,9,0.616284,23.61,12.86,17.77,3,0.97,1,0.22,1,1,27.37,1103,0.58
2008,gunbarrel,clearwater4,344,679,666,330,323,277,271,0.26857,44.5022,31,1.021581,26.43,12.9,25.51,3,0.87,1,0.36,1,1,41.9,821,0.8
2008,gunbarrel,clearwater5,345,677,668,356,350,288,284,0.31126,44.5005,19,0.718038,25.25,13.74,13.74,3,0.92,1,0.32,1,1,28.09,1896,0
2008,gunbarrel,clearwater6,346,314,324,178,182,142,146,0.40594,44.4958,3,0.729027,25.69,19.71,25.19,1,0.2,0.82,0.07,0.38,0.69,22.54,453,0.5
2008,gunbarrel,clearwater7,347,719,683,472,406,335,304,0.47253,44.4918,7,0.723579,25.69,13.59,17.14,2,0.48,1,0.29,1,1,23.16,1004,0.41
2008,gunbarrel,clearwater8,348,496,540,303,314,227,241,0.42857,44.4933,3,0.676149,21.27,15.96,20.38,2,0.9,1,0.18,1,1,23.06,707,0.5
2008,gunbarrel,clearwater9,349,400,411,220,216,177,177,0.36539,44.4898,12,0.859536,25.34,14.67,15.54,2,0.48,1,0.06,1,1,28.95,1528,0.09
2008,gunbarrel,clearwater10,350,747,669,357,283,301,249,0.25773,44.4932,25,0.986278,21.9,12.21,14.67,2,0.55,1,0.5,1,1,22.47,1330,0.35
2008,gunbarrel,clearwater11,351,498,479,171,148,167,150,0.15044,44.49,15,0.575693,20.31,15.57,16.02,2,0.53,1,0.35,1,1,19.09,948,0.07
2008,gunbarrel,clearwater12,352,86,159,13,47,30,57,0.16327,44.4947,29,0.75299,24.88,9.01,16.89,2,0.2,0.5,0.15,1,0.98,37.09,1655,0.69
2008,gunbarrel,clearwater13,353,589,632,208,220,199,210,0.15217,44.4876,17,0.556713,24.79,13.33,23.47,2,0.76,1,0.33,1,1,37.31,863,0.73
2008,gunbarrel,clearwater14,354,712,637,300,258,267,233,0.2043,44.4821,30,0.902093,27.42,18.52,27.28,3,0.67,1,0.47,1,1,51.25,877,0.66
2008,gunbarrel,clearwater15,355,668,630,248,229,231,216,0.16327,44.479,28,0.964591,26.98,13.95,22.04,2,0.67,1,0.26,1,1,33.46,877,0.67
2008,gunbarrel,libby1,356,520,452,259,218,217,187,0.29268,44.4768,24,0.498936,24.6,11.44,12.69,1,0.08,1,0.13,0.07,0.15,12.87,1019,0.26
2008,gunbarrel,libby2,357,621,591,295,277,251,238,0.26027,44.4809,23,0.596779,26.19,24.12,35.78,2,0.08,0.97,0.09,0.65,0.85,39.82,396,0.74
2008,gunbarrel,libby3,358,445,416,209,192,181,169,0.26966,44.4836,23,0.85822,25.86,22.16,35.62,2,0.31,0.95,0.05,1,1,53.54,538,0.78
2008,gunbarrel,libby4,359,980,968,410,404,361,356,0.19403,44.4872,34,0.67658,24.6,16.9,20.4,3,0.78,1,0.23,1,1,31.43,962,0.36
2008,gunbarrel,libby5,360,741,767,332,341,288,296,0.22807,44.4869,9,0.826009,26.51,18.74,27.77,3,0.8,1,0.17,1,1,47.96,792,0.67
2008,gunbarrel,libby6,361,1043,977,515,449,423,380,0.26563,44.4932,31,0.937965,26.27,16.27,18.53,3,1,1,0.48,1,1,43.49,1613,0.24
2008,gunbarrel,libby7,362,1447,1285,681,611,568,508,0.23636,44.4878,17,0.877226,27.71,16.28,24.37,3,0.74,1,0.41,1,1,51.46,1103,0.65
2008,gunbarrel,libby8,363,639,696,274,304,243,267,0.21495,44.4837,20,0.863695,26.19,13.41,29.09,1,0.08,0.78,0.32,0.48,0.81,76.14,1146,0.83
2008,gunbarrel,libby9,364,262,269,100,100,100,101,0.216,44.4828,28,1.000767,23.5,20.39,29.23,1,0.04,0.44,0.11,0.14,0.33,61.66,920,0.75
2008,gunbarrel,gunbarrel1,365,721,676,350,325,293,274,0.26667,44.4644,25,0.418561,26.67,13.59,24.89,2,0.63,1,0.17,1,1,33.03,679,0.76
2008,gunbarrel,gunbarrel2,366,365,497,126,186,126,175,0.16484,44.4704,26,0.997187,23.18,16.59,24.46,1,0.1,0.79,0.24,0.47,0.82,35.22,750,0.72
2008,gunbarrel,gunbarrel3,367,214,294,54,91,67,98,0.125,44.4655,20,0.934285,28.12,17.93,24.8,2,0.6,0.87,0.24,1,1,26.65,552,0.54
2008,gunbarrel,gunbarrel4,368,332,447,82,114,94,123,0.09836,44.4797,33,1.004721,26.35,17.37,26.55,1,0.16,0.87,0.23,0.88,0.89,62.63,1132,0.76
2008,gunbarrel,gunbarrel5,369,698,637,254,185,238,182,0.15686,44.4818,25,0.985102,24.12,21.25,24.65,1,0.09,0.84,0.34,0.48,0.66,49.24,1033,0.55
2008,gunbarrel,gunbarrel6,370,676,754,240,236,227,230,0.15094,44.4815,24,0.957199,25.86,16.72,26.77,2,0.17,0.96,0.2,1,1,65.25,1160,0.69
2008,gunbarrel,gunbarrel7,371,746,682,131,122,146,137,0.04274,44.4789,21,0.906092,25.51,14.5,22.14,1,0.03,0.38,0.17,0.12,0.16,28.85,750,0.7
2008,newfork,newfork_ub1,372,-125,-127,-77,-79,-58,-60,0.49153,43.1178,14,0.708373,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub2,373,-100,-88,-55,-48,-46,-40,0.42857,43.1134,14,0.8715,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub3,374,-95,-61,-53,-28,-44,-27,0.45263,43.1147,4,0.755297,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub4,375,-9,-30,5,-10,-4,-14,0.41667,43.1194,22,0.937449,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub5,376,-93,-129,-56,-82,-44,-61,0.51111,43.1027,23,0.718114,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub6,377,-41,-46,-16,-15,-18,-19,0.42857,43.0986,18,0.936415,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub7,378,-16,-26,-1,-7,-7,-12,0.52,43.1027,22,0.762338,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub8,379,195,166,148,129,91,78,0.49206,43.0981,16,0.900735,,,,0,0,0,0,0,0,,,0.75
2008,newfork,newfork_ub9,380,109,51,104,55,54,25,0.7193,43.0428,24,0.752066,,,,0,0,0,0,0,0,,,0.25
2008,newfork,newfork_ub10,381,-52,-59,-29,-35,-25,-28,0.57143,43.0393,19,0.598997,,,,0,0,0,0,0,0,,,0.25
2008,newfork,newfork_ub11,382,-54,-70,-30,-42,-26,-33,0.56,43.0383,29,0.711912,,,,0,0,0,0,0,0,,,0.25
2008,newfork,newfork_ub12,383,10,-29,20,-11,5,-14,0.68116,43.0441,4,0.710305,,,,0,0,0,0,0,0,,,0.25
2008,newfork,newfork_ub13,384,-5,7,7,16,-2,3,0.52542,43.0757,24,0.574356,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub14,385,-107,-133,-60,-75,-49,-60,0.44,43.0769,31,0.652005,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub15,386,-60,-32,-33,-11,-28,-15,0.53488,43.0825,24,0.778047,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub16,387,-115,-97,-48,-38,-46,-39,0.26316,43.0845,10,0.856244,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub17,388,-79,-82,-43,-44,-36,-37,0.46342,43.0876,17,0.773933,,,,0,0,0,0,0,0,,,0.25
2008,newfork,newfork_ub18,389,-100,-112,-52,-54,-45,-48,0.39241,43.0833,16,0.626665,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub19,390,-128,-126,-64,-51,-55,-49,0.34375,43.0828,5,0.730296,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub20,391,-52,-55,-27,-28,-25,-26,0.51613,43.0836,11,0.738422,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub21,392,-3,11,9,17,-1,4,0.35135,43.0805,21,0.971947,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub22,393,-31,-48,-11,-21,-14,-22,0.47619,43.0811,32,0.440468,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub23,394,-204,-139,-91,-59,-81,-55,0.25,43.0795,14,0.896836,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub24,395,-14,-92,5,-31,-5,-34,0.16832,43.0827,16,0.691622,,,,0,0,0,0,0,0,,,0
2008,newfork,newfork_ub25,396,-65,-101,-23,-41,-26,-41,0.26882,43.0844,18,0.601608,,,,0,0,0,0,0,0,,,0.25
2008,newfork,newfork_ub26,397,-161,-104,-85,-53,-70,-46,0.35211,43.0845,2,0.747815,,,,0,0,0,0,0,0,,,0
2008,gunbarrel,gunbarrel_ub1,398,134,126,-22,-22,49,46,0.2,44.5184,18,0.622965,,,,0,0,0,0,0,0,,,0.75
2008,gunbarrel,gunbarrel_ub2,399,-2,-5,-16,-11,0,-1,0.24074,44.5173,15,0.690356,,,,0,0,0,0,0,0,,,0.5
2008,gunbarrel,gunbarrel_ub3,400,-47,25,0,12,-20,11,0.31915,44.52,11,0.84741,,,,0,0,0,0,0,0,,,0.5
2008,gunbarrel,gunbarrel_ub4,401,-343,-354,-97,-95,-144,-148,0.3,44.5298,34,0.399112,,,,0,0,0,0,0,0,,,0.25
2008,gunbarrel,gunbarrel_ub5,402,93,24,21,9,38,10,0.27451,44.5315,11,0.622901,,,,0,0,0,0,0,0,,,0.75
2008,gunbarrel,gunbarrel_ub6,403,73,80,47,47,26,28,0.19266,44.5164,26,0.963844,,,,0,0,0,0,0,0,,,0.75
2008,gunbarrel,gunbarrel_ub7,404,99,62,40,34,39,25,0.24211,44.5163,21,0.429265,,,,0,0,0,0,0,0,,,0.5
2008,gunbarrel,gunbarrel_ub8,405,4,4,-22,-44,1,1,0.23077,44.5202,32,0.525298,,,,0,0,0,0,0,0,,,0
