NoStrat,KEY,dataset,fire_year,sample_year,sample_gap_yr,FIRE,plotname,PLOT,ValueFrom,RDNBR_orig,RdNBR,RdNBR_BL,dNBR_1018_use,dNBR_BL_1018_use,dNBR_Offset,dNBR_Offset_BL,RBR,RBR_BL,preNBR,comments,lon,elev,slope,aspect,lat,lat_rad,slope_rad,aspect_rad,FoldedAspect,ln_HeatLoad,HeatLoad,solrad,forest3,forest2,Easting,Northing,MaxTreeHeight,QMD_LAF,QMD_all,RDNBR,FIRESEV,FIRESEVCODE,FIRESEVNUM,CHARHT,CHARHT_percMax,BOLESCORCH,LITTDUFFMM,SOILCHARMM,CHARCOV,LiveVegCov,Firemort.BA.p,Firemort.trees.p,over1,over2,FieldClass,FieldClass2,under1,under2,picolive,ablalive,pienlive,pifllive,psmelive,picobk,ablabk,pienbk,piflbk,psmebk,BABK_p,basal.area,ba_ha,stems_ha,stems,RedGrayStage.BA,RedGrayStage.BA.p,RedGrayStage.trees,RedGrayStage.trees.p,GreenAttack.BA,GreenAttack.BA.p,GreenAttack.trees,GreenAttack.trees.p,RedGrayGreenStage.BA,RedGrayGreenStage.BA.p,RedGrayGreenStage.trees,RedGrayGreenStage.trees.p,OutbreakStage,snag.BA,snag.BA.p,snag.trees,snag.trees.p,FireKill.BA,FireKill.BA.p,FireKill.trees,FireKill.trees.p,live.BA,live.BA.p,live.trees,live.trees.p,LAF.trees,LAF.trees.p,LAF.BA,LAF.BA.p,abla.trees,abla.trees.p,abla.BA,abla.BA.p,pifl.trees,pifl.trees.p,pifl.BA,pifl.BA.p,unk.trees,unk.trees.p,unk.BA,unk.BA.p,pico.trees,pico.trees.p,pico.BA,pico.BA.p,pien.trees,pien.trees.p,pien.BA,pien.BA.p,psme.trees,psme.trees.p,psme.BA,psme.BA.p,abgr.trees,abgr.trees.p,abgr.BA,abgr.BA.p,pial.trees,pial.trees.p,pial.BA,pial.BA.p,potr.trees,potr.trees.p,potr.BA,potr.BA.p,pipo.trees,pipo.trees.p,pipo.BA,pipo.BA.p,pisp.trees,pisp.trees.p,pisp.BA,pisp.BA.p,sasp.trees,sasp.trees.p,sasp.BA,sasp.BA.p,jusp.trees,jusp.trees.p,jusp.BA,jusp.BA.p,pipu.trees,pipu.trees.p,pipu.BA,pipu.BA.p,abco.trees,abco.trees.p,abco.BA,abco.BA.p,stems10,stems_ha10,BKBApico,BKBAabla,BKBApien,BKBApsme,BKBApialfl,BKBA_DC1,BKBA_DC2,BKBA_DC2_pico,DC2_pico,BA_DC1,BA_DC2,need_remain_LAF_avg,total_BA_DC1p,total_BA_DC2p,picoBABK.p,ablaBABK.p,pienBABK.p,psmeBABK.p,pialfl.BA,pialflBABK.p
All,263,BJH,2008,2010,2,newfork,89,263,Extraction,445,445,487,236,247,225,236,162,164,0.25532,,-109.901,2711,9,278,43.0971,0.752186293,0.157079633,4.852015321,2.21656815,-0.181734067,0.833823,623466,3,3,589415,4772188,23.3,12.98,13.09,445,lightsurf,b,1,2.1,0.09,0.74,15.9,12.7,0.18,0.16,1,1,PICO,,3,3,,,,,,,,,,,,,,1.91,27.01,2009,142,0.08,0.04,3,0.02,0,0,0,0,0.08,0.04,3,0.02,greenattack,0.01,0,1,0,1.8,1,138,0.97,0,0,0,0,138,0.97,1.83,0.96,1,0.01,0,0,0,0,0,0,1,0.01,0,0,111,0.78,1.88,0.98,0,0,0,0,0,0,0,0,0,0,0,0,29,0.2,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,43,608,0.08,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.04,0,NA,NA,0.03,0
All,264,BJH,2008,2010,2,newfork,90,264,Extraction,379,662,542,370,297,359,286,262,237,0.29412,,-109.901,2718,14,263,43.0953,0.752154877,0.244346095,4.590215933,2.478367538,-0.10363705,0.901552,632065,3,3,589452,4771989,23.6,10.53,11.23,379,lightsurf,b,1,3,0.13,0.74,20.9,12.5,0.14,0.19,0.99,0.97,PICO,,3,3,,,,,,,,,,,,,,1.83,25.91,2617,185,0.28,0.15,6,0.03,0,0,0,0,0.28,0.15,6,0.03,greenattack,0,0,1,0,1.5,0.8,172,0.93,0.01,0.01,6,0.03,178,0.96,1.55,0.85,0,0,0,0,0,0,0,0,1,0.01,0,0,147,0.79,1.8,0.98,0,0,0,0,0,0,0,0,0,0,0,0,37,0.2,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,42,594,0.28,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.16,NA,NA,NA,0.03,0
All,265,BJH,2008,2010,2,newfork,92,265,Extraction,1234,1234,1240,759,765,748,754,532,123,0.36709,,-109.901,2705,3,284,43.1002,0.752240398,0.052359878,4.956735076,2.111848395,-0.267982185,0.764921,630525,3,3,589434,4772523,22.3,10.08,13.2,1234,crown,d,3,19.6,0.88,1,0.4,7.7,0.57,0.03,1,1,PICO,,3,3,,,,,,,,,,,,,,1.5,21.28,1556,110,0,0,0,0,0.75,0.5,15,0.14,0.75,0,15,0,greenattack,0,0,0,0,0.8,0.5,95,0.86,0,0,0,0,95,0.86,0.76,0.5,4,0.04,0,0,0,0,0,0,2,0.02,0,0,99,0.9,1.5,0.99,0,0,0,0,0,0,0,0,0,0,0,0,5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,34,481,0.75,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.5,0,NA,NA,0,0
All,266,BJH,2008,2010,2,newfork,93,266,Extraction,1156,1156,1140,586,576,575,565,445,333,0.24731,,-109.903,2697,5,282,43.1001,0.752238653,0.087266463,4.921828491,2.14675498,-0.238863559,0.787522,627983,3,3,589259,4772520,24.7,18.24,18.2,1156,crown,d,3,20.3,0.82,1,1.9,15.4,0.78,0.03,1,1,PICO,,3,3,,,,,,,,,,,,,,1.92,27.23,1047,74,0.08,0.04,3,0.04,0,0,0,0,0.08,0.04,3,0.04,greenattack,0.02,0.01,1,0,1.8,1,70,0.95,0,0,0,0,70,0.95,1.83,0.95,0,0,0,0,0,0,0,0,0,0,0,0,71,0.96,1.92,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,49,693,0.08,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.04,NA,NA,NA,0,0
All,267,BJH,2008,2010,2,newfork,94,267,Extraction,986,1109,1067,593,580,582,569,440,185,0.27500,,-109.905,2661,12,296,43.1003,0.752242144,0.20943951,5.166174586,1.902408885,-0.185648261,0.830566,587140,3,3,589087,4772533,22,17.74,17.73,986,crown,d,3,19,0.86,1,2.9,13.6,0.45,0.04,1,1,PICO,,3,3,,,,,,,,,,,,,,1.9,26.88,1089,77,0.04,0.02,1,0.01,0,0,0,0,0.04,0.02,1,0.01,greenattack,0.01,0,1,0,1.9,1,75,0.97,0,0,0,0,75,0.97,1.85,0.98,0,0,0,0,0,0,0,0,0,0,0,0,77,1,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,64,905,0.04,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.02,NA,NA,NA,0,NA
All,268,BJH,2008,2010,2,newfork,95,268,Extraction,567,657,630,395,372,384,361,271,399,0.34146,,-109.908,2630,10,291,43.1003,0.752242144,0.174532925,5.078908123,1.989675347,-0.191843297,0.825436,601050,3,3,588897,4772529,24.6,9.99,10.22,567,sevsurf,c,2,3.2,0.13,0.75,18.5,10.8,0.15,0.17,1,1,PICO,,3,3,,,,,,,,,,,,,,1.71,24.25,2957,209,0.11,0.07,4,0.02,0,0,0,0,0.11,0.07,4,0.02,greenattack,0,0,1,0,1.6,0.9,204,0.98,0,0,0,0,204,0.98,1.6,0.93,0,0,0,0,0,0,0,0,0,0,0,0,197,0.94,1.7,0.99,0,0,0,0,0,0,0,0,0,0,0,0,12,0.06,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,58,821,0.11,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.07,NA,NA,NA,0.02,0
All,269,BJH,2008,2010,2,newfork,96,269,Extraction,750,934,865,646,581,635,570,420,480,0.46269,,-109.907,2614,16,308,43.1018,0.752268324,0.27925268,5.375614096,1.692969374,-0.205514365,0.814228,546817,3,3,588906,4772694,22.5,12.39,12.52,750,sevsurf,c,2,3.9,0.17,0.83,22.5,16.1,0.08,0.12,1,1,PICO,,3,3,,,,,,,,,,,,,,1.64,23.13,1882,133,0.06,0.04,2,0.02,0,0,0,0,0.06,0.04,2,0.02,greenattack,0.01,0.01,1,0,1.6,1,130,0.98,0,0,0,0,130,0.98,1.57,0.96,10,0.08,0.04,0.02,0,0,0,0,0,0,0,0,102,0.77,1.51,0.92,0,0,0,0,0,0,0,0,0,0,0,0,21,0.16,0.09,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,54,764,0.06,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.04,0,NA,NA,0.09,0
All,270,BJH,2008,2010,2,newfork,97,270,Extraction,1236,1280,1264,823,800,812,789,564,388,0.40260,,-109.905,2643,14,301,43.1019,0.752270069,0.244346095,5.253441049,1.815142422,-0.187068931,0.829387,575887,3,3,589104,4772713,22.5,15.45,15.59,1236,crown,d,3,19.9,0.88,1,0.8,17,0.67,0.03,1,1,PICO,,3,3,,,,,,,,,,,,,,1.79,25.38,1330,94,0.12,0.07,3,0.03,0,0,0,0,0.12,0.07,3,0.03,greenattack,0.05,0.03,4,0,1.6,0.9,87,0.93,0,0,0,0,87,0.93,1.63,0.91,7,0.07,0.01,0.01,0,0,0,0,8,0.09,0.13,0.07,78,0.83,1.65,0.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,53,750,0.08,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.05,0,NA,NA,0,0
All,271,BJH,2008,2010,2,newfork,98,271,Extraction,1274,1274,1277,638,640,627,629,488,502,0.24211,,-109.903,2691,9,304,43.1015,0.752263088,0.157079633,5.305800926,1.762782545,-0.230333323,0.794269,596664,3,3,589261,4772668,22.9,10.95,11.21,1274,crown,d,3,11.7,0.51,1,3.5,27.5,0.74,0.02,1,1,PICO,,3,3,,,,,,,,,,,,,,1.76,24.83,2518,178,0.12,0.07,4,0.02,0,0,0,0,0.12,0.07,4,0.02,greenattack,0,0,0,0,1.6,0.9,174,0.98,0,0,0,0,174,0.98,1.64,0.93,0,0,0,0,0,0,0,0,3,0.02,0,0,175,0.98,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,41,580,0.12,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.07,NA,NA,NA,0,NA
All,272,BJH,2008,2010,2,newfork,99,272,Extraction,1027,1027,1035,661,665,650,654,450,506,0.40000,,-109.901,2703,3,297,43.1015,0.752263088,0.052359878,5.183627878,1.884955592,-0.276074784,0.758756,627993,3,3,589446,4772670,22.2,16.43,16.79,1027,sevsurf,c,2,9,0.41,0.99,9.2,15.6,0.38,0.12,1,1,PICO,,3,3,,,,,,,,,,,,,,2.06,29.1,1316,93,0.2,0.1,5,0.05,0,0,0,0,0.2,0.1,5,0.05,greenattack,0.02,0.01,1,0,1.8,0.9,87,0.94,0,0,0,0,87,0.94,1.84,0.9,6,0.06,0,0,0,0,0,0,0,0,0,0,85,0.91,2.05,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,62,877,0.2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.1,0,NA,NA,0,0
All,273,BJH,2008,2010,2,newfork,100,273,Extraction,1163,1163,1175,732,733,721,722,506,104,0.38462,,-109.911,2639,7,253,43.094,0.752132188,0.122173048,4.415683008,2.652900463,-0.197193921,0.821031,640350,3,3,588663,4771826,23.8,10.98,12.18,1163,crown,d,3,21.6,0.91,1,5.4,11,0.56,0.28,1,1,PICO,,3,3,,,,,,,,,,,,,,2.09,29.64,2546,180,0.45,0.21,6,0.03,0,0,0,0,0.45,0.21,6,0.03,greenattack,0,0,0,0,1.6,0.8,174,0.97,0,0,0,0,174,0.97,1.65,0.79,3,0.02,0.01,0,0,0,0,0,0,0,0,0,148,0.82,2.04,0.98,0,0,0,0,0,0,0,0,0,0,0,0,29,0.16,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,41,580,0.45,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.22,0,NA,NA,0.04,0
All,274,BJH,2008,2010,2,newfork,101,274,Extraction,1310,1310,1295,708,696,697,685,528,181,0.28395,,-109.91,2644,3,296,43.0958,0.752163604,0.052359878,5.166174586,1.902408885,-0.275256363,0.759377,623839,3,3,588681,4772028,21.9,12.06,12.41,1310,crown,d,3,20,0.91,1,3.6,9.6,0.74,0.1,1,1,PICO,,3,3,,,,,,,,,,,,,,1.98,28.04,2320,164,0.21,0.1,6,0.04,0,0,0,0,0.21,0.1,6,0.04,greenattack,0.1,0.05,11,0.1,1.7,0.8,147,0.9,0,0,0,0,147,0.9,1.68,0.85,0,0,0,0,0,0,0,0,2,0.01,0,0,160,0.98,1.98,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,68,962,0.21,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.1,NA,NA,NA,0,0
All,275,BJH,2008,2010,2,newfork,102,275,Extraction,680,680,704,382,382,371,371,270,278,0.29787,,-109.91,2637,5,320,43.0972,0.752188038,0.087266463,5.585053606,1.483529864,-0.286910552,0.750579,605348,3,3,588675,4772187,23.9,14,14,680,sevsurf,c,2,4.9,0.21,0.92,12.5,15.1,0.25,0.28,1,1,PICO,,3,3,,,,,,,,,,,,,,1.32,18.71,1217,86,0,0,0,0,0,0,0,0,0,0,0,0,greenattack,0,0,0,0,1.3,1,86,1,0,0,0,0,86,1,1.32,1,1,0.01,0,0,0,0,0,0,1,0.01,0,0,59,0.69,1.2,0.91,0,0,0,0,0,0,0,0,0,0,0,0,25,0.29,0.12,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,36,509,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0.12,0
All,276,BJH,2008,2010,2,newfork,103,276,Extraction,525,525,572,265,292,254,281,189,516,0.23404,,-109.91,2613,10,323,43.0994,0.752226436,0.174532925,5.637413484,1.431169987,-0.280896947,0.755106,571447,3,3,588695,4772433,23,14.45,14.58,525,sevsurf,c,2,4.3,0.19,0.86,8.4,4.9,0.26,0.13,1,1,PICO,,3,3,,,,,,,,,,,,,,1.57,22.18,1330,94,0.04,0.03,1,0.01,0,0,0,0,0.04,0.03,1,0.01,greenattack,0,0,0,0,1.5,1,93,0.99,0,0,0,0,93,0.99,1.52,0.97,4,0.04,0,0,0,0,0,0,0,0,0,0,77,0.82,1.56,0.99,0,0,0,0,0,0,0,0,0,0,0,0,13,0.14,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,32,453,0.04,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.03,0,NA,NA,0.01,0
All,277,BJH,2008,2010,2,newfork,104,277,Extraction,1280,1305,1289,946,945,935,934,604,430,0.51351,,-109.913,2638,1,197,43.0946,0.75214266,0.017453293,3.438298626,2.652900463,-0.294316097,0.745041,639289,3,3,588436,4771893,23.8,13.91,14.12,1280,crown,d,3,19.5,0.82,1,0.7,18.5,0.59,0.4,1,1,PICO,ABLA,3,3,,,,,,,,,,,,,,2.44,34.53,2207,156,0.1,0.04,2,0.01,0,0,0,0,0.1,0.04,2,0.01,greenattack,0.02,0.01,1,0,2.3,1,153,0.98,0,0,0,0,153,0.98,2.32,0.95,6,0.04,0.34,0.14,0,0,0,0,1,0.01,0.02,0.01,146,0.94,2.07,0.85,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,94,1330,0.06,0.04,0,0,0,0,0,0,0,0,0,NA,0,0,0.03,0.12,NA,NA,0.01,0
All,278,BJH,2008,2010,2,newfork,105,278,Extraction,1273,1273,1274,712,733,701,722,522,429,0.30337,,-109.913,2638,2,338,43.0959,0.752165349,0.034906585,5.899212872,1.169370599,-0.313231766,0.73108,618996,3,3,588460,4772036,22.9,7.67,13.06,1273,crown,d,3,21,0.92,1,1.3,10.2,0.64,0.07,1,1,PICO,,3,3,,,,,,,,,,,,,,1.59,22.55,1684,119,0.12,0.08,3,0.03,1.03,0.64,19,0.16,1.15,0.08,22,0.03,greenattack,0,0,1,0,0.4,0.3,96,0.81,0,0,0,0,96,0.81,0.44,0.28,0,0,0,0,0,0,0,0,1,0.01,0.03,0.02,108,0.91,1.56,0.98,0,0,0,0,0,0,0,0,0,0,0,0,10,0.08,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,38,538,1.12,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.72,NA,NA,NA,0.01,0
All,279,BJH,2008,2010,2,newfork,106,279,Extraction,745,745,720,501,504,490,493,328,266,0.43243,,-109.913,2587,19,325,43.098,0.752202001,0.331612558,5.672320069,1.396263402,-0.296383187,0.743502,503774,3,3,588419,4772271,20.6,12.01,12.08,745,sevsurf,c,2,1.5,0.07,0.77,20.5,11.6,0.1,0.11,1,1,PICO,,3,3,,,,,,,,,,,,,,2.55,36.14,3155,223,0.05,0.02,2,0.01,0,0,0,0,0.05,0.02,2,0.01,greenattack,0.01,0.01,1,0,2.5,1,220,0.99,0,0,0,0,220,0.99,2.49,0.97,7,0.03,0.16,0.06,0,0,0,0,0,0,0,0,205,0.92,2.36,0.92,0,0,0,0,1,0,0,0,0,0,0,0,10,0.04,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,96,1358,0.05,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.02,0,NA,0,0.03,0
All,280,BJH,2008,2010,2,newfork,107,280,Extraction,1076,1112,1115,757,752,746,741,500,419,0.45000,,-109.916,2637,1,347,43.094,0.752132188,0.017453293,6.056292504,1.012290966,-0.315563774,0.729378,628493,3,3,588203,4771825,21.1,15.59,15.67,1076,crown,d,3,19.5,0.92,1,5.6,10.3,0.81,0.14,1,1,PICO,,3,3,,,,,,,,,,,,,,2.87,40.63,2108,149,0.09,0.03,3,0.02,0.12,0.04,3,0.02,0.21,0.03,6,0.02,greenattack,0.07,0.02,7,0,2.6,0.9,136,0.91,0,0,0,0,136,0.91,2.59,0.9,0,0,0,0,0,0,0,0,0,0,0,0,149,1,2.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,110,1556,0.21,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.07,NA,NA,NA,0,NA
All,281,BJH,2008,2010,2,newfork,108,281,Extraction,1261,1257,1258,918,894,907,883,583,523,0.52000,,-109.916,2631,12,329,43.0958,0.752163604,0.20943951,5.742133239,1.326450232,-0.303358483,0.738334,559307,3,3,588197,4772018,21,15.65,15.82,1261,crown,d,3,18.1,0.86,1,2.3,13.4,0.75,0.06,1,1,PICO,,3,3,,,,,,,,,,,,,,2.22,31.4,1599,113,0.19,0.09,6,0.05,0,0,0,0,0.19,0.09,6,0.05,greenattack,0.01,0.01,2,0,2,0.9,105,0.93,0,0,0,0,105,0.93,2.02,0.91,0,0,0,0,0,0,0,0,0,0,0,0,111,0.98,2.2,0.99,0,0,0,0,1,0.01,0.02,0.01,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,82,1160,0.19,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.09,NA,NA,0,0,0
All,282,BJH,2008,2010,2,newfork,109,282,Extraction,1267,1267,1251,944,924,933,913,591,477,0.54286,,-109.916,2548,26,358,43.0975,0.752193274,0.453785606,6.248278722,0.820304748,-0.619012894,0.538476,417327,3,3,588205,4772210,22.9,12.95,13,1267,crown,d,3,19.1,0.83,1,3.7,9.8,0.71,0.02,1,1,PICO,,3,3,,,,,,,,,,,,,,2.22,31.36,2363,167,0.07,0.03,3,0.02,0,0,0,0,0.07,0.03,3,0.02,greenattack,0,0,1,0,2.1,1,163,0.98,0,0,0,0,163,0.98,2.15,0.97,1,0.01,0.03,0.02,0,0,0,0,5,0.03,0.01,0,144,0.86,2.07,0.94,0,0,0,0,7,0.04,0.05,0.02,0,0,0,0,10,0.06,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,90,1273,0.07,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.03,0,NA,0,0.05,0
All,283,BJH,2008,2010,2,newfork,110,283,Extraction,751,789,773,590,578,579,567,363,468,0.53846,,-109.919,2568,25,328,43.0962,0.752170585,0.436332313,5.724679947,1.343903524,-0.343169827,0.709518,455799,3,3,587936,4772067,21.1,14.94,14.81,751,sevsurf,c,2,6.6,0.31,0.9,20.4,5.2,0.1,0.03,1,1,PICO,,3,3,,,,,,,,,,,,,,2.93,41.4,2405,170,0.08,0.03,4,0.02,0,0,0,0,0.08,0.03,4,0.02,greenattack,0.04,0.01,6,0,2.8,1,160,0.94,0,0,0,0,160,0.94,2.8,0.96,3,0.02,0.08,0.03,0,0,0,0,2,0.01,0,0,165,0.97,2.84,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,110,1556,0.08,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.03,0,NA,NA,0,NA
All,284,BJH,2008,2010,2,newfork,112,284,Extraction,872,872,859,520,499,509,488,364,503,0.34091,,-109.924,2567,21,336,43.0947,0.752144405,0.366519143,5.864306287,1.204277184,-0.381192822,0.683046,475689,3,3,587601,4771891,25.6,18.37,18.37,872,sevsurf,c,2,11.3,0.44,0.94,10.1,10.2,0.16,0.25,1,1,PICO,,3,3,,,,,,,,,,,,,,1.59,22.48,849,60,0,0,0,0,0,0,0,0,0,0,0,0,greenattack,0,0,0,0,1.6,1,60,1,0,0,0,0,60,1,1.59,1,1,0.02,0,0,0,0,0,0,0,0,0,0,54,0.9,1.59,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,36,509,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0
All,285,BJH,2008,2010,2,newfork,114,285,Extraction,1240,1190,1207,774,778,763,767,526,510,0.41177,,-109.926,2561,24,329,43.094,0.752132188,0.41887902,5.742133239,1.326450232,-0.345732789,0.707702,460066,3,3,587435,4771815,23.3,18.02,18.67,1240,crown,d,3,21,0.9,1,1.8,13.1,0.64,0.22,1,1,PICO,,3,3,,,,,,,,,,,,,,2,28.26,1033,73,0.31,0.15,6,0.08,0,0,0,0,0.31,0.15,6,0.08,greenattack,0.01,0,1,0,1.7,0.8,66,0.9,0,0,0,0,66,0.9,1.68,0.84,4,0.05,0.01,0.01,0,0,0,0,1,0.01,0,0,63,0.86,1.98,0.99,0,0,0,0,0,0,0,0,0,0,0,0,5,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,43,608,0.31,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.16,0,NA,NA,0.01,0
All,286,BJH,2008,2010,2,newfork,115,286,Extraction,1260,1286,1262,939,920,928,909,597,292,0.52000,,-109.911,2633,2,270,43.0927,0.752109499,0.034906585,4.71238898,2.35619449,-0.278427784,0.756973,631152,2,2,588591,4771683,21.4,13.46,13.77,1260,crown,d,3,19.7,0.92,1,0.7,6.9,0.86,0.02,1,1,PICO,,3,3,,,,,,,,,,,,,,2.37,33.49,2249,159,0.16,0.07,4,0.03,0,0,0,0,0.16,0.07,4,0.03,greenattack,0.02,0.01,1,0,2.2,0.9,154,0.97,0,0,0,0,154,0.97,2.19,0.92,0,0,0,0,0,0,0,0,0,0,0,0,126,0.79,2.29,0.97,0,0,0,0,0,0,0,0,0,0,0,0,33,0.21,0.08,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,81,1146,0.16,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.07,NA,NA,NA,0.08,0
All,287,BJH,2008,2011,3,gunbarrel,big1,287,Extraction,549,549,612,245,275,267,297,367,359,0.23636,,-109.517,2144,18,217,44.5134,0.776905391,0.314159265,3.787364477,3.001966313,-0.102962039,0.902161,647430,2,2,617890,4929967,23.18,19.73,22.36,549,crown,d,3,20.25,0.87,1,2.9,0.1,0.42,0.19,1,1,PSME,,2,2,,,,,,,,,,,,,,2.43,34.42,877,62,0.87,0.36,11,0.18,0,0,0,0,0.87,0.36,11,0.18,gray,0.12,0.05,4,0.1,1.4,0.6,47,0.76,0,0,0,0,47,0.76,1.44,0.59,0,0,0,0,2,0.03,0.03,0.01,1,0.02,0.01,0.01,1,0.02,0.01,0.01,0,0,0,0,47,0.76,2.3,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.18,0.07,0.03,,,,0,,,,0,51,722,0,0,0,0.87,0,0,0.87,0,0.01,0,1.07,-0.17,0,0.44,0,NA,NA,0.38,0.03,0
All,296,BJH,2008,2011,3,gunbarrel,big10,296,Extraction,1096,1096,1067,535,526,557,548,375,380,0.25862,,-109.511,2435,15,166,44.529,0.777177663,0.261799388,2.897246558,2.111848395,-0.15029718,0.860452,677461,2,2,618326,4931705,26.51,18.55,25.42,1096,crown,d,3,20.41,0.77,1,7.2,1.7,0.21,0.55,1,1,PSME,,2,2,,,,,,,,,,,,,,3.1,43.79,863,61,2.12,0.69,24,0.39,0,0,0,0,2.12,0.69,24,0.39,gray,0.02,0.01,2,0,0.9,0.3,35,0.57,0,0,0,0,35,0.57,0.95,0.31,0,0,0,0,0,0,0,0,1,0.02,0.05,0.01,4,0.07,0.12,0.04,0,0,0,0,56,0.92,2.93,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,52,736,0.1,0,0,1.98,0,0.14,1.93,0.05,0.05,0.18,2.04,-0.37,0.06,0.66,0.82,NA,NA,0.68,0,NA
