NoStrat,KEY,dataset,fire_year,sample_year,sample_gap_yr,FIRE,plotname,PLOT,ValueFrom,RDNBR_orig,RdNBR,RdNBR_BL,dNBR_1018_use,dNBR_BL_1018_use,dNBR_Offset,dNBR_Offset_BL,RBR,RBR_BL,preNBR,comments,lon,elev,slope,aspect,lat,lat_rad,slope_rad,aspect_rad,FoldedAspect,ln_HeatLoad,HeatLoad,solrad,forest3,forest2,Easting,Northing,MaxTreeHeight,QMD_LAF,QMD_all,RDNBR,FIRESEV,FIRESEVCODE,FIRESEVNUM,CHARHT,CHARHT_percMax,BOLESCORCH,LITTDUFFMM,SOILCHARMM,CHARCOV,LiveVegCov,Firemort.BA.p,Firemort.trees.p,over1,over2,FieldClass,FieldClass2,under1,under2,picolive,ablalive,pienlive,pifllive,psmelive,picobk,ablabk,pienbk,piflbk,psmebk,BABK_p,basal.area,ba_ha,stems_ha,stems,RedGrayStage.BA,RedGrayStage.BA.p,RedGrayStage.trees,RedGrayStage.trees.p,GreenAttack.BA,GreenAttack.BA.p,GreenAttack.trees,GreenAttack.trees.p,RedGrayGreenStage.BA,RedGrayGreenStage.BA.p,RedGrayGreenStage.trees,RedGrayGreenStage.trees.p,OutbreakStage,snag.BA,snag.BA.p,snag.trees,snag.trees.p,FireKill.BA,FireKill.BA.p,FireKill.trees,FireKill.trees.p,live.BA,live.BA.p,live.trees,live.trees.p,LAF.trees,LAF.trees.p,LAF.BA,LAF.BA.p,abla.trees,abla.trees.p,abla.BA,abla.BA.p,pifl.trees,pifl.trees.p,pifl.BA,pifl.BA.p,unk.trees,unk.trees.p,unk.BA,unk.BA.p,pico.trees,pico.trees.p,pico.BA,pico.BA.p,pien.trees,pien.trees.p,pien.BA,pien.BA.p,psme.trees,psme.trees.p,psme.BA,psme.BA.p,abgr.trees,abgr.trees.p,abgr.BA,abgr.BA.p,pial.trees,pial.trees.p,pial.BA,pial.BA.p,potr.trees,potr.trees.p,potr.BA,potr.BA.p,pipo.trees,pipo.trees.p,pipo.BA,pipo.BA.p,pisp.trees,pisp.trees.p,pisp.BA,pisp.BA.p,sasp.trees,sasp.trees.p,sasp.BA,sasp.BA.p,jusp.trees,jusp.trees.p,jusp.BA,jusp.BA.p,pipu.trees,pipu.trees.p,pipu.BA,pipu.BA.p,abco.trees,abco.trees.p,abco.BA,abco.BA.p,stems10,stems_ha10,BKBApico,BKBAabla,BKBApien,BKBApsme,BKBApialfl,BKBA_DC1,BKBA_DC2,BKBA_DC2_pico,DC2_pico,BA_DC1,BA_DC2,need_remain_LAF_avg,total_BA_DC1p,total_BA_DC2p,picoBABK.p,ablaBABK.p,pienBABK.p,psmeBABK.p,pialfl.BA,pialflBABK.p
All,476,RAA,2013,2014,1,Papoose,PA04,476,Extraction,236,711,671,349,336,456,427,137,147,0.41177,,-107.204,2876,25,332,37.7441,0.658758818,0.436332313,5.794493117,1.274090354,-0.269149493,0.764029,,3,3,305772,4179711,25,11.9517981,19.0056031,236,,,1,0.391304348,0.0653,0.368115942,,,0.225,,0.184336199,0.142857143,PIEN,ABLA,,,,,,,,,,,,,,,,,48.9127485,1725,,,,,,,,,,,0.857,,,,,,,,,,,,,,,,,,,0.13,,,,0.064027939,,,,0,,,,0.005780579,,,,0,,,,0.830757497,,,,0,,,,0,,,,0,,,,0.094897836,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0.2218755,0.004536149,,1250,,,,,,,,,,,,,,,,,,,,
All,477,RAA,2013,2014,1,Papoose,PA05,477,Extraction,630,643,654,395,411,399,409,193,182,0.38462,,-107.21,2888,35,318,37.7417,0.65871693,0.610865238,5.550147021,1.518436449,-0.214094612,0.807272,,3,3,305308,4179457,29,10.54737568,16.46510273,630,,,1,0.653846154,0.088246154,0.575641026,,,0.6,,0.492933619,0.411764706,PIEN,ABLA,,,,,,,,,,,,,,,,,41.4985725,1950,,,,,,,,,,,0.626,,,,,,,,,,,,,,,,,,,0.11,,,,0.302010882,,,,0,,,,0,,,,0,,,,0.657866099,,,,0,,,,0,,,,0,,,,0.039365981,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0.031416,0.000757038,,1450,,,,,,,,,,,,,,,,,,,,
All,517,RAA,2013,2014,1,Papoose,PA06,517,Extraction,822,1053,1227,520,631,625,771,349,279,0.35294,,-107.208,3100,5,0,37.751,0.658879246,0.087266463,0,0.785398163,-0.254073852,0.775635,,3,3,305509,4180479,23,19.50474642,21.38357475,822,,,1,5.048780488,0.494632143,0.65,,,0.95,,0.874671261,0.857142857,ABLA,PIEN,,,,,,,,,,,,,,,,,36.792063,1025,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,0.59,,,,0.508165226,,,,0,,,,0,,,,0,,,,0.350357562,,,,0,,,,0,,,,0,,,,0.06841712,,,,0,,,,0,,,,0,,,,0,,,2.6880315,0.073060092,,,0,0,,775,,,,,,,,,,,,,,,,,,,,
All,551,RAA,2013,2014,1,Papoose,PA07,551,Extraction,1283,1250,1248,739,731,773,764,427,431,0.38272,,-107.204,3050,23,348,37.7531,0.658915898,0.401425728,6.073745797,0.994837674,-0.374823062,0.687411,,3,3,305827,4180710,19,13.41423286,18.73976663,1283,,,3,10.01851852,0.90962963,0.981481482,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,37.216179,1350,,,,,,,,,,,0.774,,,,,,,,,,,,,,,,,,,0.19,,,,0.063311174,,,,0,,,,0.025535507,,,,0,,,,0.800939116,,,,0,,,,0,,,,0,,,,0.110214203,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,1075,,,,,,,,,,,,,,,,,,,,
All,518,RAA,2013,2014,1,Papoose,PA08,518,Extraction,1212,1283,1264,644,617,638,615,382,402,0.24786,,-107.199,3046,25,42,37.7532,0.658917643,0.436332313,0.733038286,0.052359878,-0.77533991,0.460547,,3,3,306262,4180715,14,9.956977517,19.96889221,1212,,,2,5.303571429,0.510551429,0.869642857,,,0.9,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,43.8233565,1400,,,,,,,,,,,0.856,,,,,,,,,,,,,,,,,,,0.05,,,,0.021909584,,,,0,,,,0,,,,0,,,,0.978090416,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,1225,,,,,,,,,,,,,,,,,,,,
All,552,RAA,2013,2014,1,Papoose,PA09,552,Extraction,1220,1030,1026,543,560,620,634,302,294,0.36264,,-107.196,2870,50,14,37.756,0.658966512,0.872664626,0.244346095,0.541052068,-1.149504999,0.316794,,3,3,306528,4181016,22,13.95198774,16.50764733,1220,,,3,8.242424242,0.753333333,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,35.295876,1650,,,,,,,,,,,0.652,,,,,,,,,,,,,,,,,,,0.37,,,,0.35447263,,,,0,,,,0,,,,0,,,,0.64552737,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,1200,,,,,,,,,,,,,,,,,,,,
All,519,RAA,2013,2014,1,Papoose,PA10,519,Extraction,576,832,807,382,419,536,517,196,169,0.41509,,-107.106,2867,35,34,37.7391,0.658671552,0.610865238,0.593411946,0.191986218,-0.984668526,0.373563,,3,3,314424,4178952,31,36.02805955,33.33372654,576,,,1,5.485714286,0.175457303,0.885714286,,,0.95,,0.16744774,0.56,PIEN,ABLA,,,,,,,,,,,,,,,,,76.321245,875,,,,,,,,,,,0.136,,,,,,,,,,,,,,,,,,,0.83,,,,0.02750193,,,,0,,,,0,,,,0,,,,0.19768459,,,,0,,,,0,,,,0,,,,0.033676357,,,,0,,,,0,,,,0,,,,0,,,56.564508,0.741137124,,,0,0,,850,,,,,,,,,,,,,,,,,,,,
All,553,RAA,2013,2014,1,Papoose,PA11,553,Extraction,1000,1164,1169,654,658,689,719,374,379,0.35000,,-107.11,2942,55,6,37.7389,0.658668061,0.959931089,0.104719755,0.680678408,-1.152328812,0.3159,,3,3,314073,4178946,20,10.69150207,15.92377594,1000,,,3,9.453125,0.859875,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,31.84797,1600,,,,,,,,,,,0.756,,,,,,,,,,,,,,,,,,,0.25,,,,0.098273736,,,,0,,,,0,,,,0,,,,0.7675709,,,,0,,,,0,,,,0,,,,0.065906289,,,,0,,,,0,,,,0,,,,0,,,2.1735945,0.068249075,,,0,0,,925,,,,,,,,,,,,,,,,,,,,
All,554,RAA,2013,2014,1,Papoose,PA12,554,Extraction,1277,934,726,538,491,490,378,276,310,0.27500,,-107.105,3006,30,316,37.7321,0.658549379,0.523598776,5.515240436,1.553343034,-0.168176618,0.845205,,3,3,314511,4178180,18,12.90354467,19.63538157,1277,,,3,8.092592593,0.740148148,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,40.8584715,1350,,,,,,,,,,,0.705,,,,,,,,,,,,,,,,,,,0.19,,,,0.215195348,,,,0,,,,0,,,,0,,,,0.784804652,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,975,,,,,,,,,,,,,,,,,,,,
All,555,RAA,2013,2014,1,Papoose,PA13,555,Extraction,1324,1247,1287,662,649,720,706,389,390,0.33333,,-107.105,2991,40,12,37.7321,0.658549379,0.698131701,0.20943951,0.575958653,-0.893962564,0.409032,,3,3,314525,4178175,,12.37695962,14.41066158,1324,,,3,7.017857143,0.645571429,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,23.2301685,1425,,,,,,,,,,,0.635,,,,,,,,,,,,,,,,,,,0.35,,,,0.320767475,,,,0,,,,0,,,,0,,,,0.679232525,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,975,,,,,,,,,,,,,,,,,,,,
All,556,RAA,2013,2014,1,Papoose,PA14,556,Extraction,947,929,859,622,563,620,526,300,332,0.44538,,-107.184,2876,20,28,37.786,0.659490111,0.34906585,0.488692191,0.296705973,-0.586950166,0.55602,,3,3,307722,4184316,23,16.34586673,18.1531038,947,,,3,8.326530612,0.760734694,0.995918367,,,0.9,,1,1,PIEN,PIPU,,,,,,,,,,,,,,,,,31.6889265,1225,,,,,,,,,,,0.165,,,,,,,,,,,,,,,,,,,0.65,,,,0.003098085,,,,0,,,,0,,,,0,,,,0.364272879,,,,0,,,,0,,,,0,,,,0.054216494,,,,0,,,,0,,,,0,,,,0,,,18.3292725,0.578412541,,,0,0,,850,,,,,,,,,,,,,,,,,,,,
All,557,RAA,2013,2014,1,Papoose,PA15,557,Extraction,972,1075,1077,623,619,670,665,345,346,0.38824,,-107.188,2934,32,324,37.7833,0.659442987,0.558505361,5.654866776,1.413716694,-0.250225553,0.778625,,3,3,307334,4184026,15,12.5779797,16.7576696,972,,,3,6.882352941,0.633647059,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,18.7376805,850,,,,,,,,,,,0.722,,,,,,,,,,,,,,,,,,,0.27,,,,0.111704915,,,,0,,,,0,,,,0,,,,0.734884208,,,,0,,,,0,,,,0,,,,0.071570785,,,,0,,,,0,,,,0,,,,0,,,1.5334935,0.081840092,,,0,0,,650,,,,,,,,,,,,,,,,,,,,
All,558,RAA,2013,2014,1,Papoose,PA16,558,Extraction,1083,1056,981,617,585,616,555,334,354,0.34091,,-107.192,2900,30,322,37.7809,0.659401099,0.523598776,5.619960191,1.448623279,-0.219181943,0.803176,,3,3,306927,4183766,24,10.83629035,16.65607616,1083,,,3,8.439393939,0.770666667,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,36.477903,1675,,,,,,,,,,,0.632,,,,,,,,,,,,,,,,,,,0.33,,,,0.167832921,,,,0,,,,0,,,,0,,,,0.699537087,,,,0,,,,0,,,,0,,,,0.132629992,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,775,,,,,,,,,,,,,,,,,,,,
All,592,RAA,2013,2014,1,Papoose,PA17,592,Extraction,1209,1016,1039,595,595,575,580,345,342,0.32076,,-107.196,2912,10,310,37.7777,0.659345249,0.174532925,5.410520681,1.658062789,-0.144554253,0.865408,,3,3,306604,4183422,,8.92150032,15.95119733,1209,,,3,6.177777778,0.571644444,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,22.470294,1125,,,,,,,,,,,0.743,,,,,,,,,,,,,,,,,,,0.26,,,,0.182278923,,,,0,,,,0,,,,0,,,,0.742922055,,,,0,,,,0,,,,0,,,,0.074799021,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,400,,,,,,,,,,,,,,,,,,,,
All,593,RAA,2013,2014,1,Papoose,PA18,593,Extraction,196,728,689,351,334,437,405,142,154,0.36000,,-107.199,2912,25,346,37.774,0.659280672,0.436332313,6.038839212,1.029744259,-0.381625324,0.682751,,3,3,306374,4183019,25,9.133317255,25.75299129,196,,,1,1.181818182,0.132,0.421212121,,,0.625,,0.293853073,0.090909091,PIEN,ABLA,,,,,,,,,,,,,,,,,42.9515625,825,,,,,,,,,,,0.803,,,,,,,,,,,,,,,,,,,0.12,,,,0,,,,0,,,,0,,,,0,,,,0.97632,,,,0,,,,0,,,,0,,,,0.01888,,,,0,,,,0,,,,0,,,,0,,,0.2061675,0.0048,,,0,0,,675,,,,,,,,,,,,,,,,,,,,
All,520,RAA,2013,2014,1,Papoose,PA19,520,Extraction,582,252,267,360,351,139,160,155,167,0.30337,,-107.202,2915,28,336,37.7715,0.659237038,0.488692191,5.864306287,1.204277184,-0.326743268,0.721269,,3,3,306023,4182744,10,8.401273789,16.43483662,582,,,1,1.651685393,0.344658763,0.537078652,,,0.45,,0.652061856,0.6,PIEN,ABLA,,,,,,,,,,,,,,,,,47.1770145,2225,,,,,,,,,,,0.833,,,,,,,,,,,,,,,,,,,0.04,,,,0,,,,0,,,,0,,,,0,,,,0.992966246,,,,0,,,,0,,,,0,,,,0.007033754,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,1650,,,,,,,,,,,,,,,,,,,,
All,559,RAA,2013,2014,1,Papoose,PA20,559,Extraction,659,830,1028,449,398,328,384,223,265,0.15625,,-107.207,2940,17,136,37.7708,0.659224821,0.296705973,2.373647783,1.588249619,-0.135910567,0.872921,,3,3,305644,4182674,22,23.38151183,23.04310555,659,,,3,14.21428571,1,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,29.17761,700,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,0.88,,,,0.010026918,,,,0,,,,0,,,,0,,,,0.989973082,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,625,,,,,,,,,,,,,,,,,,,,
All,560,RAA,2013,2014,1,Papoose,PA21,560,Extraction,152,910,1052,448,501,370,459,301,263,0.16535,,-107.192,2920,28,74,37.7913,0.659582614,0.488692191,1.291543646,0.506145483,-0.67780508,0.50773,,3,3,307005,4184917,15,13.19426627,15.32471465,152,,,3,7,0.644,1,,,1,,1,1,PIEN,PIPU,,,,,,,,,,,,,,,,,15.209271,825,,,,,,,,,,,0.454,,,,,,,,,,,,,,,,,,,0.49,,,,0,,,,0,,,,0,,,,0,,,,0.509553318,,,,0,,,,0,,,,0,,,,0.076297444,,,,0,,,,0,,,,0,,,,0,,,6.298908,0.414149238,,,0,0,,575,,,,,,,,,,,,,,,,,,,,
All,561,RAA,2013,2014,1,Papoose,PA22,561,Extraction,1000,1196,1192,692,671,765,735,382,390,0.40909,,-107.195,2938,15,26,37.7932,0.659615775,0.261799388,0.453785606,0.331612558,-0.474814499,0.622,,3,3,306691,4185146,27,15.01594057,22.6672706,1000,,,3,14.80434783,1,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,46.3837605,1150,,,,,,,,,,,0.884,,,,,,,,,,,,,,,,,,,0.1,,,,0.034584938,,,,0,,,,0,,,,0,,,,0.886932227,,,,0,,,,0,,,,0,,,,0.031325403,,,,0,,,,0,,,,0,,,,0,,,2.187339,0.047157431,,,0,0,,1050,,,,,,,,,,,,,,,,,,,,
All,562,RAA,2013,2014,1,Papoose,PA23,562,Extraction,1203,1116,1057,492,527,596,584,293,272,0.28571,,-107.2,2940,30,352,37.793,0.659612284,0.523598776,6.143558967,0.925024504,-0.498835043,0.607238,,3,3,306296,4185125,15,9.788847157,15.20647281,1203,,,3,6.785714286,0.625142857,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,19.0596945,1050,,,,,,,,,,,0.703,,,,,,,,,,,,,,,,,,,0.22,,,,0.047079427,,,,0,,,,0,,,,0,,,,0.717729474,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,4.4826705,0.235191099,,,0,0,,725,,,,,,,,,,,,,,,,,,,,
All,478,RAA,2013,2014,1,Papoose,PA24,478,Extraction,722,977,946,690,674,691,654,360,365,0.50000,,-107.206,2996,60,336,37.7898,0.659556434,1.047197551,5.864306287,1.204277184,-0.775438156,0.460502,,3,3,305768,4184785,21,14.62412452,16.18427314,722,,,2,4.621621622,0.43502973,0.963513514,,,0.97,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,38.0388855,1850,,,,,,,,,,,0.537,,,,,,,,,,,,,,,,,,,0.45,,,,0.257678212,,,,0,,,,0,,,,0,,,,0.627419605,,,,0,,,,0,,,,0,,,,0.114902183,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,1200,,,,,,,,,,,,,,,,,,,,
All,521,RAA,2013,2014,1,Papoose,PA25,521,Extraction,523,823,824,266,243,227,225,94,115,0.07692,,-107.206,3218,8,340,37.7853,0.659477894,0.13962634,5.934119457,1.134464014,-0.228727972,0.795545,,3,3,305712,4184284,13,9.106974042,16.08405951,523,,,2,4.636363636,0.4567,0.9,,,0.8,,1,1,ABLA,PIEN,,,,,,,,,,,,,,,,,31.796919,1150,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,0.13,,,,0,,,,0,,,,0.016919847,,,,0,,,,0.983080153,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,875,,,,,,,,,,,,,,,,,,,,
All,563,RAA,2013,2014,1,Papoose,PA26,563,Extraction,376,1802,1649,172,213,307,289,68,30,0.02959,,-107.2,3234,8,156,37.7878,0.659521527,0.13962634,2.722713633,1.93731547,-0.126570257,0.881112,,3,3,306279,4184547,15,11.80978543,16.75666613,376,,,3,7.192307692,0.660923077,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,15.429183,700,,,,,,,,,,,0.779,,,,,,,,,,,,,,,,,,,0.18,,,,0.021506745,,,,0,,,,0,,,,0,,,,0.914736574,,,,0,,,,0,,,,0,,,,0.063756681,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,550,,,,,,,,,,,,,,,,,,,,
All,564,RAA,2013,2014,1,Papoose,PA27,564,Extraction,1058,1891,1798,316,334,410,422,180,166,0.04762,,-107.197,3117,4,108,37.7891,0.659544216,0.06981317,1.884955592,1.099557429,-0.222415367,0.800583,,3,3,306571,4184686,,10.31443241,16.01369086,1058,,,3,6.192307692,0.572923077,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,13.084764,650,,,,,,,,,,,0.695,,,,,,,,,,,,,,,,,,,0.24,,,,0,,,,0,,,,0,,,,0,,,,0.81542617,,,,0,,,,0,,,,0,,,,0.120648259,,,,0,,,,0,,,,0,,,,0,,,0.836451,0.06392557,,,0,0,,425,,,,,,,,,,,,,,,,,,,,
All,565,RAA,2013,2014,1,Papoose,PA28,565,Extraction,1323,1432,1452,780,747,804,799,464,484,0.31532,,-107.249,3141,5,352,37.7346,0.658593012,0.087266463,6.143558967,0.925024504,-0.24050509,0.786231,,3,3,301854,4178744,,12.54202278,15.75640729,1323,,,3,7.380952381,0.67752381,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,28.871304,1450,,,,,,,,,,,0.564,,,,,,,,,,,,,,,,,,,0.39,,,,0.057807399,,,,0,,,,0,,,,0,,,,0.610038085,,,,0,,,,0,,,,0,,,,0.040533188,,,,0,,,,0,,,,0,,,,0,,,8.419488,0.291621328,,,0,0,,850,,,,,,,,,,,,,,,,,,,,
All,566,RAA,2013,2014,1,Papoose,PA29,566,Extraction,368,1310,1323,312,353,499,469,188,148,0.14504,,-107.242,3120,5,220,37.7335,0.658573813,0.087266463,3.839724354,3.054326191,-0.150271895,0.860474,,3,3,302420,4178611,,13.17740458,19.79484588,368,,,3,7.714285714,0.706857143,1,,,1,,1,1,ABLA,PIEN,,,,,,,,,,,,,,,,,25.627602,825,,,,,,,,,,,0.528,,,,,,,,,,,,,,,,,,,0.24,,,,0,,,,0,,,,0.015016856,,,,0,,,,0.637526816,,,,0,,,,0,,,,0,,,,0.112473184,,,,0,,,,0,,,,0,,,,0,,,6.0220545,0.234983144,,,0,0,,625,,,,,,,,,,,,,,,,,,,,
All,567,RAA,2013,2014,1,Papoose,PA30,567,Extraction,919,1320,1380,567,587,660,690,355,340,0.25000,,-107.234,3164,0,-1,37.736,0.658617447,0,-0.017453293,0.802851456,-0.215892476,0.805822,,3,3,303117,4178879,19,17.00685212,17.38602734,919,,,3,7.52,0.68976,0.990384615,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,45.816309,1250,,,,,,,,,,,0.169,,,,,,,,,,,,,,,,,,,0.67,,,,0.279077741,,,,0,,,,0,,,,0,,,,0.546755807,,,,0,,,,0,,,,0,,,,0.094025885,,,,0,,,,0,,,,0,,,,0,,,3.671745,0.080140567,,,0,0,,1550,,,,,,,,,,,,,,,,,,,,
All,522,RAA,2013,2014,1,Papoose,PA31,522,Extraction,685,1090,1173,415,426,635,691,211,204,0.33929,,-107.229,3134,9,82,37.7365,0.658626173,0.157079633,1.431169987,0.645771823,-0.313938172,0.730564,,3,3,303558,4178916,27,13.72022305,14.75495903,685,,,1,3.587628866,0.529516216,0.937755102,,,0.9,,0.97127056,0.98630137,PIEN,ABLA,,,,,,,,,,,,,,,,,49.268142,2425,,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,0.66,,,,0.37219034,,,,0,,,,0,,,,0,,,,0.429419735,,,,0,,,,0,,,,0,,,,0.153554918,,,,0,,,,0,,,,0,,,,0,,,2.2089375,0.044835007,,,0,0,,1625,,,,,,,,,,,,,,,,,,,,
All,568,RAA,2013,2014,1,Papoose,PA32,568,Extraction,1157,1191,1002,522,509,522,444,306,318,0.19298,,-107.049,3297,35,172,37.6447,0.657023961,0.610865238,3.001966313,2.21656815,0.061620948,1.063559,,3,3,319248,4168372,24.3,13.84282879,20.48982348,1157,,,3,11.13636364,1,1,,,1,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,40.3479615,1050,,,,,,,,,,,0.672,,,,,,,,,,,,,,,,,,,0.21,,,,0.082583094,,,,0,,,,0,,,,0,,,,0.826074262,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,3.6854895,0.091342644,,,0,0,,825,,,,,,,,,,,,,,,,,,,,
All,479,RAA,2013,2014,1,Papoose,PA33,479,Extraction,304,618,569,126,147,287,273,4,-13,0.21569,,-107.045,3267,0,76,37.6473,0.657069339,0,1.326450232,0.541052068,-0.214395064,0.807029,,3,3,319554,4168651,23,14.86504899,21.31198143,304,,,1,1.2,0.13598,0.567692308,,,0.25,,0.667529107,0.5,PIEN,ABLA,,,,,,,,,,,,,,,,,57.938958,1625,,,,,,,,,,,0.725,,,,,,,,,,,,,,,,,,,0.16,,,,0.236851023,,,,0,,,,0,,,,0,,,,0.763148977,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,1175,,,,,,,,,,,,,,,,,,,,
All,480,RAA,2013,2014,1,Papoose,PA34,480,Extraction,751,894,759,364,341,388,349,163,186,0.18812,,-107.043,3202,22,114,37.6495,0.657107737,0.383972435,1.989675347,1.204277184,-0.276310077,0.758578,,3,3,319772,4168895,,13.51968856,19.87746788,751,,,1,4.075,0.387255,0.761875,,,0.7875,,0.752584844,0.777777778,PIEN,ABLA,,,,,,,,,,,,,,,,,62.0328555,2000,,,,,,,,,,,0.623,,,,,,,,,,,,,,,,,,,0.26,,,,0.289526161,,,,0,,,,0.004557972,,,,0,,,,0.705915867,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,1425,,,,,,,,,,,,,,,,,,,,
All,523,RAA,2013,2014,1,Papoose,PA35,523,Extraction,663,862,906,432,401,397,416,214,239,0.21260,,-107.042,3182,17,98,37.6457,0.657041414,0.296705973,1.710422667,0.925024504,-0.335357624,0.715082,,3,3,319805,4168463,,8.662460191,19.62800831,663,,,2,4.869565217,0.219346154,0.958333333,,,0.8,,1,1,PIEN,ABLA,,,,,,,,,,,,,,,,,36.623202,1200,,,,,,,,,,,0.706,,,,,,,,,,,,,,,,,,,0.06,,,,0.027771821,,,,0,,,,0,,,,0,,,,0.972228179,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,950,,,,,,,,,,,,,,,,,,,,
All,481,RAA,2013,2014,1,Papoose,PA36,481,Extraction,542,209,254,221,219,107,127,61,63,0.26214,,-107.045,3225,10,78,37.6414,0.656966365,0.174532925,1.361356817,0.575958653,-0.337116177,0.713826,,3,3,319540,4167999,26,8.752229015,18.6125343,542,,,1,0.466666667,0.071886667,0.148333333,,,0.35,,0.244897959,0.2,PIEN,ABLA,,,,,,,,,,,,,,,,,40.7917125,1500,,,,,,,,,,,0.822,,,,,,,,,,,,,,,,,,,0.12,,,,0.017906137,,,,0,,,,0,,,,0,,,,0.982093863,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,925,,,,,,,,,,,,,,,,,,,,
All,524,RAA,2013,2014,1,Papoose,PA37,524,Extraction,741,1018,991,592,585,611,587,327,330,0.36083,,-107.051,3281,29,74,37.6431,0.656996036,0.506145483,1.291543646,0.506145483,-0.694745274,0.499202,,3,3,319040,4168196,25.2,11.63911481,14.97322664,741,,,1,3,0.292,0.824404762,,,0.65,,0.985545474,0.971428571,ABLA,PIEN,,,,,,,,,,,,,,,,,36.9589605,2100,,,,,,,,,,,0.395,,,,,,,,,,,,,,,,,,,0.5,,,,0.480635393,,,,0,,,,0.054082771,,,,0,,,,0.465281836,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,950,,,,,,,,,,,,,,,,,,,,
All,482,RAA,2013,2014,1,Papoose,PA38,482,Extraction,678,628,636,331,297,306,318,124,153,0.23729,,-107.054,3315,11,100,37.6595,0.65728227,0.191986218,1.745329252,0.959931089,-0.273579041,0.760652,,3,3,318845,4170020,,17.7373836,19.52596069,678,,,1,1.796610169,0.186101695,0.725423729,,,0.575,,0.446082683,0.477272727,ABLA,PIEN,,,,,,,,,,,,,,,,,56.9316825,1450,,,,,,,,,,,0.181,,,,,,,,,,,,,,,,,,,0.63,,,,0.550163821,,,,0,,,,0,,,,0,,,,0.449836179,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,,1075,,,,,,,,,,,,,,,,,,,,
